date,Free Cash Flow,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Payments,Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Payables And Accrued Expense,Change In Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Unrealized Gain Loss On Investment Securities,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Operating Gains Losses,Gain Loss On Investment Securities,Gain Loss On Sale Of Business,Net Income From Continuing Operations
2024-12-31,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-135000000.0,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,292000000.0,,,,,,,,,,,,
2025-06-30,-1500000000.0,-1505000000.0,1997000000.0,-3550000000.0,-121000000.0,1572000000.0,9693000000.0,8947000000.0,746000000.0,782000000.0,782000000.0,290000000.0,0.0,0.0,0.0,492000000.0,501000000.0,,1997000000.0,-9000000.0,-9000000.0,0.0,-2086000000.0,-2086000000.0,560000000.0,904000000.0,3248000000.0,-2344000000.0,0.0,0.0,0.0,-3550000000.0,-3550000000.0,2050000000.0,2050000000.0,948000000.0,-1941000000.0,2117000000.0,1763000000.0,354000000.0,354000000.0,182000000.0,590000000.0,590000000.0,,664000000.0,-415000000.0,533000000.0,87000000.0,87000000.0,3013000000.0,3013000000.0,225000000.0,225000000.0,2788000000.0,-138000000.0,-138000000.0,,-3024000000.0
2025-09-30,121000000.0,-4238000000.0,0.0,-2425000000.0,642000000.0,146000000.0,11141000000.0,9693000000.0,1448000000.0,5152000000.0,5152000000.0,1422000000.0,4023000000.0,0.0,0.0,-4238000000.0,-1997000000.0,-1997000000.0,0.0,-2241000000.0,-2241000000.0,0.0,-6250000000.0,-6250000000.0,-436000000.0,-8282000000.0,2389000000.0,-10671000000.0,4893000000.0,4893000000.0,,-2425000000.0,-2425000000.0,2546000000.0,2546000000.0,-1365000000.0,461000000.0,-876000000.0,-481000000.0,-395000000.0,-395000000.0,-108000000.0,-842000000.0,-842000000.0,-10000000.0,548000000.0,1554000000.0,59000000.0,17000000.0,17000000.0,2992000000.0,2992000000.0,234000000.0,234000000.0,2758000000.0,-5519000000.0,-164000000.0,,4270000000.0
2025-12-31,800000000.0,0.0,0.0,-3488000000.0,-50000000.0,360000000.0,14712000000.0,11141000000.0,3571000000.0,5849000000.0,5849000000.0,831000000.0,8963000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6566000000.0,-6566000000.0,417000000.0,-2824000000.0,5094000000.0,-7918000000.0,-671000000.0,-671000000.0,,-3488000000.0,-3488000000.0,4288000000.0,4288000000.0,459000000.0,374000000.0,825000000.0,247000000.0,578000000.0,578000000.0,-129000000.0,-611000000.0,-611000000.0,104000000.0,538000000.0,,-182000000.0,205000000.0,205000000.0,3027000000.0,3027000000.0,241000000.0,241000000.0,2786000000.0,1901000000.0,1869000000.0,32000000.0,-333000000.0
2026-03-31,-2540000000.0,-1500000000.0,0.0,-3636000000.0,600000000.0,261000000.0,17695000000.0,14712000000.0,2983000000.0,-1206000000.0,-1206000000.0,-133000000.0,427000000.0,,,-1500000000.0,0.0,,0.0,-1500000000.0,-1500000000.0,,3093000000.0,3093000000.0,67000000.0,7258000000.0,14448000000.0,-7190000000.0,-596000000.0,0.0,-596000000.0,-3636000000.0,-3636000000.0,1096000000.0,1096000000.0,-3498000000.0,-1156000000.0,-1317000000.0,-1175000000.0,-142000000.0,-142000000.0,-808000000.0,-217000000.0,-217000000.0,3965000000.0,621000000.0,54000000.0,62000000.0,-9000000.0,-9000000.0,3136000000.0,3136000000.0,234000000.0,234000000.0,2902000000.0,1046000000.0,1046000000.0,,-4281000000.0
2026-06-30,4450000000.0,-8332000000.0,13000000000.0,-2556000000.0,-69000000.0,643000000.0,13597000000.0,17695000000.0,-4098000000.0,-7342000000.0,-7342000000.0,-12010000000.0,0.0,,,4668000000.0,0.0,,0.0,4668000000.0,-8332000000.0,,-3762000000.0,-3762000000.0,56000000.0,-1262000000.0,4285000000.0,-5547000000.0,0.0,0.0,0.0,-2556000000.0,-2556000000.0,7006000000.0,7006000000.0,1227000000.0,42000000.0,1255000000.0,803000000.0,452000000.0,452000000.0,-66000000.0,-4000000.0,-4000000.0,,686000000.0,50000000.0,4224000000.0,-18000000.0,-18000000.0,3224000000.0,3224000000.0,235000000.0,235000000.0,2989000000.0,12426000000.0,12426000000.0,,-10848000000.0
