date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Payments,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Unrealized Gain Loss On Investment Securities,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Depreciation,Operating Gains Losses,Gain Loss On Investment Securities,Net Income From Continuing Operations
2024-12-31,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,-3395000000.0,-3395000000.0,,,,,,-25000000.0,867000000.0,,,,,,,134000000.0,
2025-03-31,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1298000000.0,1298000000.0,,,,1006000000.0,,-135000000.0,24000000.0,,,,,,,-187000000.0,
2025-06-30,25568000000.0,-4546000000.0,0.0,0.0,548000000.0,-17079000000.0,30242000000.0,28828000000.0,183000000.0,1231000000.0,-10844000000.0,-10844000000.0,-677000000.0,-6169000000.0,-6169000000.0,-3998000000.0,-4546000000.0,548000000.0,0.0,0.0,,0.0,0.0,0.0,-30572000000.0,-30572000000.0,2642000000.0,-14392000000.0,7239000000.0,-21631000000.0,-1743000000.0,-1743000000.0,-17079000000.0,-17079000000.0,42647000000.0,42647000000.0,3303000000.0,19404000000.0,4079000000.0,-3268000000.0,-652000000.0,-652000000.0,-652000000.0,,,-81000000.0,-16179000000.0,-16179000000.0,,3073000000.0,36000000.0,45000000.0,-2221000000.0,-2221000000.0,11203000000.0,11203000000.0,11203000000.0,-25000000.0,-25000000.0,27233000000.0
2025-09-30,25663000000.0,-5650000000.0,0.0,,689000000.0,-19394000000.0,28849000000.0,30242000000.0,-92000000.0,-1301000000.0,-11799000000.0,-11799000000.0,-669000000.0,-6169000000.0,-6169000000.0,-4961000000.0,-5650000000.0,689000000.0,0.0,0.0,,0.0,0.0,,-34559000000.0,-34559000000.0,-6209000000.0,-8378000000.0,9293000000.0,-17671000000.0,-578000000.0,-578000000.0,-19394000000.0,-19394000000.0,45057000000.0,45057000000.0,-218000000.0,-8362000000.0,-5984000000.0,-1556000000.0,-614000000.0,-614000000.0,-614000000.0,,,-192000000.0,16490000000.0,16490000000.0,,2983000000.0,635000000.0,14000000.0,2491000000.0,2491000000.0,13061000000.0,13061000000.0,13061000000.0,-1656000000.0,-1656000000.0,27747000000.0
2025-12-31,5882000000.0,-7415000000.0,-3000000000.0,,259000000.0,-29876000000.0,24296000000.0,28849000000.0,11000000.0,-4564000000.0,-17617000000.0,-17617000000.0,-699000000.0,-6762000000.0,-6762000000.0,-7156000000.0,-7415000000.0,259000000.0,-3000000000.0,0.0,0.0,-3000000000.0,-3000000000.0,,-22705000000.0,-22705000000.0,-637000000.0,8263000000.0,18108000000.0,-9845000000.0,-455000000.0,-455000000.0,-29876000000.0,-29876000000.0,35758000000.0,35758000000.0,-9632000000.0,-8403000000.0,1609000000.0,-669000000.0,1197000000.0,1197000000.0,1197000000.0,,,70000000.0,-3436000000.0,-3436000000.0,,3219000000.0,,,4446000000.0,4446000000.0,9198000000.0,9198000000.0,9198000000.0,-9931000000.0,,38458000000.0
2026-03-31,15803000000.0,-4627000000.0,0.0,,541000000.0,-30876000000.0,32105000000.0,24296000000.0,-114000000.0,7923000000.0,-11351000000.0,-11351000000.0,-509000000.0,-6756000000.0,-6756000000.0,-4086000000.0,-4627000000.0,541000000.0,0.0,0.0,,0.0,0.0,,-27405000000.0,-27405000000.0,-2599000000.0,6328000000.0,18334000000.0,-12006000000.0,-258000000.0,-258000000.0,-30876000000.0,-30876000000.0,46679000000.0,46183000000.0,331000000.0,2130000000.0,923000000.0,-174000000.0,2320000000.0,2320000000.0,2320000000.0,,,-161000000.0,-4707000000.0,-4707000000.0,496000000.0,3081000000.0,-1621000000.0,37000000.0,2602000000.0,2602000000.0,10167000000.0,10167000000.0,10167000000.0,-192000000.0,-192000000.0,31778000000.0
2026-06-30,19639000000.0,-4579000000.0,0.0,,520000000.0,-35802000000.0,20935000000.0,32105000000.0,-1000000.0,-11169000000.0,-11779000000.0,-11779000000.0,-962000000.0,-6758000000.0,-6758000000.0,-4059000000.0,-4579000000.0,520000000.0,0.0,0.0,,0.0,0.0,,-54831000000.0,-54831000000.0,-10416000000.0,-8161000000.0,10668000000.0,-18829000000.0,-452000000.0,-452000000.0,-35802000000.0,-35802000000.0,55441000000.0,51296000000.0,4624000000.0,22121000000.0,5592000000.0,-4192000000.0,2365000000.0,2365000000.0,2365000000.0,,,-178000000.0,-21084000000.0,-21084000000.0,,3122000000.0,,,4650000000.0,4650000000.0,11022000000.0,11022000000.0,11022000000.0,-9149000000.0,,35766000000.0
