date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2022-12-31,-102245000.0,0.121,25019000000.0,-845000000.0,-845000000.0,11836000000.0,8467000000.0,17414000000.0,24174000000.0,15707000000.0,-2044000000.0,2230000000.0,186000000.0,12578755000.0,11836000000.0,39240000000.0,18117000000.0,1778000000.0,1769181294.0,6.63,6.6901,11782000000.0,11782000000.0,54000000.0,11836000000.0,-9000000.0,11845000000.0,11845000000.0,1632000000.0,13477000000.0,-3293000000.0,-2448000000.0,-697000000.0,697000000.0,-148000000.0,-2044000000.0,2230000000.0,186000000.0,18814000000.0,21826000000.0,56000000.0,6510000000.0,15260000000.0,40640000000.0,17414000000.0,58054000000.0,58054000000.0
2023-12-31,-203280000.0,0.22,18096000000.0,-924000000.0,-924000000.0,4863000000.0,8698000000.0,20415000000.0,17172000000.0,8474000000.0,-1684000000.0,2224000000.0,540000000.0,5583720000.0,4863000000.0,40783000000.0,12757000000.0,1773000000.0,1765940733.0,2.72,2.753773,4820000000.0,4820000000.0,43000000.0,4863000000.0,-10000000.0,4873000000.0,4873000000.0,1377000000.0,6250000000.0,-5601000000.0,-4677000000.0,-778000000.0,778000000.0,-146000000.0,-1684000000.0,2224000000.0,540000000.0,13535000000.0,20368000000.0,-179000000.0,7675000000.0,12872000000.0,33903000000.0,20415000000.0,54318000000.0,54318000000.0
2024-12-31,-583380000.0,0.21,17688000000.0,-2778000000.0,-2778000000.0,4278000000.0,8386000000.0,16904000000.0,14910000000.0,6524000000.0,-2160000000.0,2808000000.0,648000000.0,6472620000.0,4278000000.0,44440000000.0,9137000000.0,1773000000.0,1765256986.0,2.39,2.423443,4238000000.0,4238000000.0,40000000.0,4278000000.0,-8000000.0,4286000000.0,4286000000.0,-570000000.0,3716000000.0,-6018000000.0,-3240000000.0,-2757000000.0,2757000000.0,-21000000.0,-2160000000.0,2808000000.0,648000000.0,11894000000.0,27536000000.0,-7000000.0,12791000000.0,14752000000.0,39430000000.0,16904000000.0,56334000000.0,56334000000.0
2025-12-31,-1818241018.644839,0.358345,22703000000.0,-5074000000.0,-5074000000.0,4226000000.0,8139000000.0,18204000000.0,17629000000.0,9490000000.0,-2627000000.0,2893000000.0,266000000.0,7481758981.355161,4226000000.0,41069000000.0,15075000000.0,1773000000.0,1769000000.0,2.37,2.37,4186000000.0,4186000000.0,40000000.0,4226000000.0,-7000000.0,4233000000.0,4233000000.0,2364000000.0,6597000000.0,-10867000000.0,-5793000000.0,-5016000000.0,5016000000.0,-58000000.0,-2627000000.0,2893000000.0,266000000.0,20091000000.0,22865000000.0,-241000000.0,9096000000.0,14010000000.0,42956000000.0,18204000000.0,61160000000.0,61160000000.0
