date,open,high,low,close,volume
2026-05-12 09:30:00-04:00,223.0,223.53500366210938,222.4071044921875,222.72999572753906,1030801
2026-05-12 09:35:00-04:00,222.9149932861328,223.0,222.1199951171875,222.1199951171875,38755
2026-05-12 09:40:00-04:00,222.19000244140625,222.3000030517578,221.64564514160156,221.7949981689453,30883
2026-05-12 09:45:00-04:00,221.7949981689453,222.77999877929688,221.75,222.66000366210938,51204
2026-05-12 09:50:00-04:00,222.66000366210938,223.02999877929688,222.52999877929688,222.75,61063
2026-05-12 09:55:00-04:00,222.77908325195312,224.0749969482422,222.77499389648438,224.0050048828125,103832
2026-05-12 10:00:00-04:00,224.0050048828125,224.0050048828125,223.2899932861328,223.5500030517578,73605
2026-05-12 10:05:00-04:00,223.47999572753906,223.52000427246094,223.02000427246094,223.05999755859375,48350
2026-05-12 10:10:00-04:00,223.02999877929688,223.6199951171875,222.91000366210938,223.4199981689453,60893
2026-05-12 10:15:00-04:00,223.50999450683594,223.73959350585938,223.24009704589844,223.24009704589844,33917
2026-05-12 10:20:00-04:00,223.1999969482422,223.54379272460938,223.15499877929688,223.38499450683594,40106
2026-05-12 10:25:00-04:00,223.30999755859375,224.13999938964844,223.3000030517578,224.125,43399
2026-05-12 10:30:00-04:00,224.0800018310547,224.61000061035156,223.97999572753906,224.5,60821
2026-05-12 10:35:00-04:00,224.5,224.57000732421875,223.75999450683594,223.91000366210938,57937
2026-05-12 10:40:00-04:00,223.8699951171875,224.17990112304688,223.82000732421875,224.09500122070312,48412
2026-05-12 10:45:00-04:00,224.09500122070312,224.72000122070312,224.09500122070312,224.63999938964844,47566
2026-05-12 10:50:00-04:00,224.6199951171875,224.75,224.17539978027344,224.37600708007812,43983
2026-05-12 10:55:00-04:00,224.3300018310547,224.82000732421875,224.31500244140625,224.82000732421875,33586
2026-05-12 11:00:00-04:00,224.74749755859375,225.0,224.66000366210938,224.9250030517578,46539
2026-05-12 11:05:00-04:00,224.99000549316406,225.4149932861328,224.9499969482422,225.4149932861328,56669
2026-05-12 11:10:00-04:00,225.38499450683594,225.4600067138672,225.13009643554688,225.4499053955078,34056
2026-05-12 11:15:00-04:00,225.41000366210938,225.8199005126953,225.41000366210938,225.77999877929688,33940
2026-05-12 11:20:00-04:00,225.7899932861328,226.11000061035156,225.72000122070312,226.00999450683594,79420
2026-05-12 11:25:00-04:00,226.04989624023438,226.33999633789062,225.8800048828125,226.26800537109375,50476
2026-05-12 11:30:00-04:00,226.25,226.3300018310547,225.90220642089844,225.90499877929688,66169
2026-05-12 11:35:00-04:00,225.875,226.0800018310547,225.7899932861328,225.85000610351562,39317
2026-05-12 11:40:00-04:00,225.8350067138672,225.99000549316406,225.60000610351562,225.93499755859375,42284
2026-05-12 11:45:00-04:00,225.94000244140625,226.0,225.6999969482422,225.77000427246094,39623
2026-05-12 11:50:00-04:00,225.7550048828125,225.92999267578125,225.61000061035156,225.88409423828125,37488
2026-05-12 11:55:00-04:00,225.92999267578125,226.22000122070312,225.60000610351562,225.61000061035156,82155
2026-05-12 12:00:00-04:00,225.60499572753906,225.74000549316406,225.32009887695312,225.4250030517578,37791
2026-05-12 12:05:00-04:00,225.3800048828125,225.75999450683594,225.35000610351562,225.75999450683594,46244
2026-05-12 12:10:00-04:00,225.81500244140625,225.8800048828125,225.44000244140625,225.50999450683594,45269
2026-05-12 12:15:00-04:00,225.51210021972656,225.9499969482422,225.51210021972656,225.94000244140625,49523
2026-05-12 12:20:00-04:00,225.97000122070312,226.35000610351562,225.92999267578125,226.3343048095703,43858
2026-05-12 12:25:00-04:00,226.3249969482422,226.52000427246094,226.2899932861328,226.39500427246094,33218
2026-05-12 12:30:00-04:00,226.34249877929688,226.5,226.25999450683594,226.47000122070312,37542
2026-05-12 12:35:00-04:00,226.44000244140625,226.86000061035156,226.4250030517578,226.77000427246094,33477
2026-05-12 12:40:00-04:00,226.80999755859375,227.0,226.68499755859375,226.85000610351562,41900
2026-05-12 12:45:00-04:00,226.8800048828125,227.10000610351562,226.74000549316406,227.02000427246094,38449
2026-05-12 12:50:00-04:00,227.0679931640625,227.13999938964844,226.8625030517578,227.05999755859375,34797
2026-05-12 12:55:00-04:00,227.0,227.24000549316406,226.97999572753906,227.2050018310547,28099
2026-05-12 13:00:00-04:00,227.17999267578125,227.64999389648438,227.02999877929688,227.5500030517578,75014
2026-05-12 13:05:00-04:00,227.52499389648438,227.60870361328125,226.52999877929688,226.58749389648438,73794
2026-05-12 13:10:00-04:00,226.5850067138672,226.63999938964844,226.27000427246094,226.375,57152
2026-05-12 13:15:00-04:00,226.42709350585938,226.5500030517578,226.27999877929688,226.41000366210938,24332
2026-05-12 13:20:00-04:00,226.3800048828125,226.50990295410156,226.32000732421875,226.36000061035156,33368
2026-05-12 13:25:00-04:00,226.39999389648438,226.75,226.36500549316406,226.66000366210938,29767
2026-05-12 13:30:00-04:00,226.63999938964844,226.63999938964844,225.85000610351562,225.90499877929688,58275
2026-05-12 13:35:00-04:00,225.91000366210938,225.99000549316406,225.72999572753906,225.8800048828125,27948
2026-05-12 13:40:00-04:00,225.8800048828125,226.08990478515625,225.86500549316406,225.88999938964844,37191
2026-05-12 13:45:00-04:00,225.94000244140625,225.94000244140625,225.63999938964844,225.63999938964844,45378
2026-05-12 13:50:00-04:00,225.63999938964844,225.75,225.5800018310547,225.64999389648438,25605
2026-05-12 13:55:00-04:00,225.64999389648438,225.73899841308594,225.52999877929688,225.67999267578125,48922
2026-05-12 14:00:00-04:00,225.69000244140625,225.8300018310547,225.57000732421875,225.5800018310547,37723
2026-05-12 14:05:00-04:00,225.5800018310547,225.67999267578125,225.4499969482422,225.6199951171875,30565
2026-05-12 14:10:00-04:00,225.6199951171875,225.82000732421875,225.5500030517578,225.60000610351562,38017
2026-05-12 14:15:00-04:00,225.5800018310547,225.61000061035156,225.39999389648438,225.52499389648438,49666
2026-05-12 14:20:00-04:00,225.5399932861328,225.77999877929688,225.3000030517578,225.77999877929688,443429
2026-05-12 14:25:00-04:00,225.72500610351562,225.8000030517578,225.5200958251953,225.74000549316406,25296
2026-05-12 14:30:00-04:00,225.74000549316406,225.74000549316406,225.42999267578125,225.47000122070312,32621
2026-05-12 14:35:00-04:00,225.48500061035156,225.85000610351562,225.40499877929688,225.8350067138672,35917
2026-05-12 14:40:00-04:00,225.8300018310547,225.8699951171875,225.71499633789062,225.82000732421875,34157
2026-05-12 14:45:00-04:00,225.82000732421875,225.89999389648438,225.69000244140625,225.69000244140625,24682
2026-05-12 14:50:00-04:00,225.7100067138672,225.7100067138672,225.41000366210938,225.52000427246094,32060
2026-05-12 14:55:00-04:00,225.52499389648438,225.57000732421875,225.3699951171875,225.51499938964844,44791
2026-05-12 15:00:00-04:00,225.51499938964844,225.51499938964844,225.08999633789062,225.25999450683594,51799
2026-05-12 15:05:00-04:00,225.2949981689453,225.3699951171875,225.13999938964844,225.36000061035156,46286
2026-05-12 15:10:00-04:00,225.32000732421875,225.35000610351562,225.2100067138672,225.27999877929688,37050
2026-05-12 15:15:00-04:00,225.25999450683594,225.52499389648438,225.1699981689453,225.47999572753906,74294
2026-05-12 15:20:00-04:00,225.42999267578125,225.55999755859375,225.33999633789062,225.55999755859375,49197
2026-05-12 15:25:00-04:00,225.49070739746094,225.50999450683594,225.1199951171875,225.22000122070312,53930
2026-05-12 15:30:00-04:00,225.17999267578125,225.19000244140625,224.77999877929688,224.80999755859375,62298
2026-05-12 15:35:00-04:00,224.77000427246094,224.77000427246094,224.3800048828125,224.6199951171875,73075
2026-05-12 15:40:00-04:00,224.6199951171875,224.7449951171875,224.41000366210938,224.69000244140625,67720
2026-05-12 15:45:00-04:00,224.6699981689453,224.82000732421875,224.58999633789062,224.75,91738
2026-05-12 15:50:00-04:00,224.77000427246094,224.83999633789062,224.52000427246094,224.8249969482422,161094
2026-05-12 15:55:00-04:00,224.85000610351562,225.0500030517578,224.2899932861328,224.33999633789062,607482
2026-05-13 09:30:00-04:00,225.82000732421875,226.8300018310547,225.43820190429688,226.3990020751953,313917
2026-05-13 09:35:00-04:00,226.4199981689453,228.25,226.41000366210938,228.1699981689453,86669
2026-05-13 09:40:00-04:00,228.2073974609375,228.57000732421875,227.60000610351562,228.57000732421875,97305
2026-05-13 09:45:00-04:00,228.63999938964844,229.47999572753906,228.50999450683594,229.09500122070312,106062
2026-05-13 09:50:00-04:00,229.14999389648438,229.52999877929688,228.8300018310547,228.86000061035156,93547
2026-05-13 09:55:00-04:00,228.8000030517578,229.3800048828125,228.8000030517578,229.14999389648438,117346
2026-05-13 10:00:00-04:00,229.0800018310547,229.14999389648438,228.3000030517578,228.49020385742188,72134
2026-05-13 10:05:00-04:00,228.44500732421875,228.86500549316406,228.35000610351562,228.4550018310547,83395
2026-05-13 10:10:00-04:00,228.44000244140625,228.44000244140625,227.64999389648438,227.8699951171875,64432
2026-05-13 10:15:00-04:00,227.89999389648438,228.30999755859375,227.8699951171875,228.07000732421875,70346
2026-05-13 10:20:00-04:00,228.0800018310547,228.0800018310547,227.5800018310547,227.86500549316406,72979
2026-05-13 10:25:00-04:00,227.89569091796875,227.9499969482422,227.42999267578125,227.6999969482422,79113
2026-05-13 10:30:00-04:00,227.6300048828125,227.82000732421875,227.48500061035156,227.64999389648438,50764
2026-05-13 10:35:00-04:00,227.64999389648438,227.72999572753906,227.32000732421875,227.4600067138672,56084
2026-05-13 10:40:00-04:00,227.5,227.5500030517578,226.80999755859375,226.86000061035156,44529
2026-05-13 10:45:00-04:00,226.80999755859375,227.10000610351562,226.80999755859375,226.9199981689453,49209
2026-05-13 10:50:00-04:00,226.91000366210938,226.94000244140625,226.4600067138672,226.75999450683594,126932
2026-05-13 10:55:00-04:00,226.67999267578125,227.1199951171875,226.59010314941406,227.0,54999
2026-05-13 11:00:00-04:00,226.9199981689453,227.11000061035156,226.72000122070312,226.8249969482422,49395
2026-05-13 11:05:00-04:00,226.9499969482422,227.0,226.58999633789062,226.7050018310547,59620
