date,open,high,low,close,volume,wap,count
2022-12-28 14:30:00+00:00,366.17,368.01,366.0,366.65,59391.0,366.518,199.0
2022-12-28 14:45:00+00:00,366.43,367.05,365.5,366.31,14877.0,366.254,120.0
2022-12-28 15:00:00+00:00,366.06,367.76,366.06,366.83,26421.0,366.821,139.0
2022-12-28 15:15:00+00:00,366.97,367.61,366.66,366.75,19957.0,367.15,151.0
2022-12-28 15:30:00+00:00,366.67,366.79,365.84,366.13,22468.0,366.256,147.0
2022-12-28 15:45:00+00:00,366.01,366.83,365.58,365.88,13314.0,366.256,116.0
2022-12-28 16:00:00+00:00,365.79,366.07,364.58,364.97,23248.0,365.144,165.0
2022-12-28 16:15:00+00:00,364.96,365.22,363.95,364.36,16337.0,364.641,136.0
2022-12-28 16:30:00+00:00,364.34,364.9,363.94,364.86,16507.0,364.484,125.0
2022-12-28 16:45:00+00:00,364.71,365.67,364.65,365.29,29632.0,365.17,120.0
2022-12-28 17:00:00+00:00,365.29,365.42,364.57,364.95,14793.0,365.122,87.0
2022-12-28 17:15:00+00:00,365.41,365.99,365.12,365.92,18221.0,365.542,136.0
2022-12-28 17:30:00+00:00,365.93,366.27,365.58,365.6,11456.0,365.963,90.0
2022-12-28 17:45:00+00:00,365.63,366.42,365.45,366.31,11039.0,366.034,88.0
2022-12-28 18:00:00+00:00,366.3,367.08,366.28,366.49,9242.0,366.77,88.0
2022-12-28 18:15:00+00:00,366.53,366.92,366.14,366.39,8118.0,366.542,64.0
2022-12-28 18:30:00+00:00,366.46,366.56,365.9,366.47,6404.0,366.218,56.0
2022-12-28 18:45:00+00:00,366.4,366.63,365.95,366.07,10690.0,366.289,80.0
2022-12-28 19:00:00+00:00,366.23,366.4,365.48,365.8,9901.0,365.934,81.0
2022-12-28 19:15:00+00:00,365.81,365.92,365.27,365.77,15514.0,365.636,96.0
2022-12-28 19:30:00+00:00,365.71,366.64,365.65,366.63,11057.0,366.231,68.0
2022-12-28 19:45:00+00:00,366.63,366.63,365.99,366.18,7868.0,366.336,66.0
2022-12-28 20:00:00+00:00,366.17,366.17,365.07,365.07,9551.0,365.711,77.0
2022-12-28 20:15:00+00:00,365.14,365.67,365.01,365.47,15823.0,365.35,121.0
2022-12-28 20:30:00+00:00,365.49,365.7,364.89,364.9,17932.0,365.3,155.0
2022-12-28 20:45:00+00:00,364.92,365.7,364.66,365.07,65888.0,365.22,473.0
2022-12-29 14:30:00+00:00,368.1,370.04,367.07,369.88,68625.0,368.419,260.0
2022-12-29 14:45:00+00:00,369.65,370.03,368.78,370.03,12016.0,369.505,101.0
2022-12-29 15:00:00+00:00,370.08,370.63,369.53,370.44,24171.0,370.152,173.0
2022-12-29 15:15:00+00:00,370.43,370.79,369.25,370.04,19355.0,370.027,136.0
2022-12-29 15:30:00+00:00,369.93,370.91,369.93,370.11,16546.0,370.517,108.0
2022-12-29 15:45:00+00:00,370.1,370.86,369.71,370.85,20303.0,370.291,128.0
2022-12-29 16:00:00+00:00,370.79,370.79,370.33,370.62,10146.0,370.589,81.0
2022-12-29 16:15:00+00:00,370.39,370.42,369.83,370.08,19767.0,370.168,124.0
2022-12-29 16:30:00+00:00,370.16,370.79,370.0,370.72,19098.0,370.317,161.0
2022-12-29 16:45:00+00:00,370.8,370.95,370.46,370.53,19457.0,370.804,88.0
2022-12-29 17:00:00+00:00,370.55,370.66,369.94,369.96,16499.0,370.281,132.0
2022-12-29 17:15:00+00:00,369.96,370.09,369.83,369.91,14166.0,369.978,97.0
2022-12-29 17:30:00+00:00,369.9,370.26,369.56,369.88,17716.0,369.938,116.0
2022-12-29 17:45:00+00:00,369.97,370.06,369.59,369.72,6818.0,369.801,55.0
2022-12-29 18:00:00+00:00,369.65,370.1,369.59,369.59,15322.0,369.897,100.0
