date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-12-31,,,,,,,,,,,,,,,,,242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,,,,,,,,,239000000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.231762,3068000000.0,0.0,0.0,1172000000.0,1433000000.0,18618000000.0,3068000000.0,1635000000.0,306000000.0,86000000.0,392000000.0,1172000000.0,1172000000.0,21573000000.0,228000000.0,923000000.0,3519000000.0,3223000000.0,0.33,0.36,1172000000.0,1172000000.0,0.0,1172000000.0,-18000000.0,1190000000.0,1190000000.0,359000000.0,1549000000.0,320000000.0,320000000.0,0.0,0.0,306000000.0,86000000.0,392000000.0,923000000.0,2955000000.0,1589000000.0,1366000000.0,3878000000.0,18618000000.0,22496000000.0,22496000000.0
2025-09-30,-69020000.0,0.29,3898000000.0,-238000000.0,-238000000.0,1373000000.0,1625000000.0,23041000000.0,3660000000.0,2035000000.0,363000000.0,76000000.0,439000000.0,1541980000.0,1373000000.0,26233000000.0,,1624000000.0,3526000000.0,3227000000.0,0.39,0.43,1373000000.0,1373000000.0,,1373000000.0,-16000000.0,1389000000.0,1389000000.0,570000000.0,1959000000.0,-266000000.0,-28000000.0,-238000000.0,238000000.0,363000000.0,76000000.0,439000000.0,1862000000.0,3192000000.0,1630000000.0,1562000000.0,5054000000.0,23041000000.0,28095000000.0,28095000000.0
2025-12-31,-44580863.674852,0.275191,3071000000.0,-162000000.0,-162000000.0,840000000.0,1643000000.0,19892000000.0,2909000000.0,1266000000.0,364000000.0,85000000.0,449000000.0,957419136.325148,840000000.0,23330000000.0,,1409000000.0,3539000000.0,3231000000.0,0.24,0.26,840000000.0,840000000.0,,840000000.0,-16000000.0,856000000.0,856000000.0,325000000.0,1181000000.0,-754000000.0,-592000000.0,-162000000.0,162000000.0,364000000.0,85000000.0,449000000.0,1571000000.0,3438000000.0,1783000000.0,1655000000.0,5009000000.0,19892000000.0,24901000000.0,24901000000.0
2026-03-31,0.0,0.34,2430000000.0,0.0,0.0,477000000.0,1590000000.0,17667000000.0,2430000000.0,840000000.0,342000000.0,92000000.0,434000000.0,477000000.0,477000000.0,21446000000.0,,941000000.0,3538000000.0,3234000000.0,0.13,0.15,477000000.0,477000000.0,,477000000.0,-14000000.0,491000000.0,491000000.0,257000000.0,748000000.0,-535000000.0,-535000000.0,0.0,0.0,342000000.0,92000000.0,434000000.0,941000000.0,3779000000.0,1946000000.0,1833000000.0,4720000000.0,17667000000.0,22387000000.0,22387000000.0
2026-06-30,0.0,0.15,3029000000.0,0.0,0.0,1114000000.0,1619000000.0,23485000000.0,3029000000.0,1410000000.0,341000000.0,81000000.0,422000000.0,1114000000.0,1114000000.0,27838000000.0,,398000000.0,3540000000.0,3237000000.0,0.32,0.34,1116000000.0,1116000000.0,-2000000.0,1114000000.0,-14000000.0,1128000000.0,1128000000.0,201000000.0,1329000000.0,590000000.0,590000000.0,0.0,0.0,341000000.0,81000000.0,422000000.0,398000000.0,4353000000.0,2371000000.0,1982000000.0,4751000000.0,23485000000.0,28236000000.0,28236000000.0
