date,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Receivables,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial
2021-12-31,,,87000000.0,,,,,87000000.0,,,,,,,,,,,,,,,,,,,87000000.0,87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133900000.0,,,,,,,,,,,,,,
2022-12-31,350000000.0,350000000.0,,10643600000.0,11041900000.0,4830900000.0,10643600000.0,,11041900000.0,11041900000.0,11112600000.0,70700000.0,11041900000.0,-162500000.0,-162500000.0,3500100000.0,7703900000.0,400000.0,400000.0,0.0,1861400000.0,439300000.0,110300000.0,288000000.0,41000000.0,41000000.0,,,1422100000.0,397300000.0,397300000.0,401600000.0,623200000.0,380100000.0,243100000.0,96100000.0,147000000.0,12974000000.0,6721000000.0,660300000.0,664600000.0,664600000.0,2623600000.0,,,398300000.0,49800000.0,348500000.0,2374200000.0,-1237900000.0,3612100000.0,608600000.0,806400000.0,942000000.0,866500000.0,388600000.0,0.0,6253000000.0,168600000.0,,893200000.0,350400000.0,159900000.0,382900000.0,1073300000.0,131200000.0,942100000.0,-22400000.0,964500000.0,4117900000.0,2536700000.0,1581200000.0,1084000000.0,497200000.0
2023-12-31,352299592.0,352299592.0,,12919800000.0,13307600000.0,6229300000.0,12919800000.0,,13307600000.0,13307600000.0,13397300000.0,89700000.0,13307600000.0,-12200000.0,-12200000.0,4743000000.0,8576400000.0,400000.0,400000.0,0.0,2044200000.0,385500000.0,106100000.0,233800000.0,45600000.0,45600000.0,,,1658700000.0,446100000.0,446100000.0,436400000.0,776200000.0,476100000.0,300100000.0,111400000.0,188700000.0,15441500000.0,7553500000.0,597600000.0,910500000.0,910500000.0,2120000000.0,2120000000.0,2120000000.0,387800000.0,39100000.0,348700000.0,3537600000.0,-1562000000.0,5099600000.0,1354700000.0,1149700000.0,1135800000.0,1002100000.0,457300000.0,0.0,7888000000.0,176700000.0,,1220600000.0,606000000.0,159900000.0,454700000.0,1267500000.0,137300000.0,1130200000.0,-27100000.0,1157300000.0,5223200000.0,2473100000.0,2750100000.0,2223900000.0,526200000.0
2024-12-31,356600000.0,356600000.0,,16063200000.0,16433700000.0,5365700000.0,16063200000.0,,16433700000.0,16433700000.0,16529600000.0,95900000.0,16433700000.0,-51300000.0,-51300000.0,6803300000.0,9681300000.0,400000.0,400000.0,0.0,2213600000.0,468300000.0,175200000.0,239000000.0,54100000.0,54100000.0,,,1745300000.0,468800000.0,468800000.0,535600000.0,740900000.0,393100000.0,347800000.0,154400000.0,193400000.0,18743200000.0,11632200000.0,750900000.0,1045100000.0,1045100000.0,4819100000.0,4819100000.0,4819100000.0,370500000.0,23000000.0,347500000.0,4646600000.0,-1881300000.0,6527900000.0,1631600000.0,1579100000.0,1354500000.0,1486300000.0,476400000.0,0.0,7111000000.0,253700000.0,,1487200000.0,717600000.0,205700000.0,563900000.0,1356800000.0,131400000.0,1225400000.0,-30700000.0,1256100000.0,4013300000.0,1985900000.0,2027400000.0,1548000000.0,479400000.0
2025-12-31,355100000.0,355100000.0,,17442600000.0,17824000000.0,7773300000.0,17442600000.0,,17824000000.0,17824000000.0,17941700000.0,117700000.0,17824000000.0,43300000.0,43300000.0,7011800000.0,10768500000.0,400000.0,400000.0,0.0,2517000000.0,510800000.0,225800000.0,193600000.0,91400000.0,91400000.0,,,2006200000.0,506700000.0,506700000.0,648400000.0,851100000.0,470600000.0,380500000.0,125400000.0,255100000.0,20458700000.0,10679200000.0,837600000.0,1018600000.0,1018600000.0,3099200000.0,3099200000.0,3099200000.0,381400000.0,11100000.0,370300000.0,5342400000.0,-2276500000.0,7618900000.0,638100000.0,2096600000.0,1570600000.0,2833900000.0,479700000.0,0.0,9779500000.0,376400000.0,,1840000000.0,991000000.0,287900000.0,561100000.0,1628200000.0,100900000.0,1527300000.0,-29900000.0,1557200000.0,5934900000.0,2566900000.0,3368000000.0,2853100000.0,514900000.0
