date,VIX,HY_OAS,IG_OAS,T10YIE,T5YIE,T5YIFR,DFII5,DFII7,DFII10,DFII20,DFII30,NFCI,RRPONTSYD,WTREGEN,WRESBAL,DGS1MO,DGS3MO,DGS6MO,DGS1,DGS2,DGS3,DGS5,DGS7,DGS10,DGS20,DGS30,SOFR,IORB,WALCL
2026-06-28,18.89,2.78,0.76,2.2,2.21,2.19,1.92,2.05,2.19,2.51,2.69,-0.516,6.426,918696.0,2951416.0,3.7,3.84,3.95,3.96,4.09,4.13,4.15,4.26,4.4,4.87,4.86,3.64,3.65,6735645.0
