date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,End Cash Position,Other Cash Adjustment Outside Changein Cash,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Gain Loss On Sale Of Business,Net Income From Continuing Operations
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,4558000000.0,-3000000000.0,0.0,3911000000.0,360000000.0,-898000000.0,30717000000.0,-91000000.0,25312000000.0,15000000.0,5481000000.0,99000000.0,99000000.0,740000000.0,-1912000000.0,-1912000000.0,-2640000000.0,-3000000000.0,360000000.0,3911000000.0,3911000000.0,3911000000.0,0.0,0.0,0.0,-74000000.0,-74000000.0,309000000.0,1217000000.0,5352000000.0,-4135000000.0,-702000000.0,-702000000.0,-898000000.0,-898000000.0,5456000000.0,5456000000.0,-2630000000.0,-10000000.0,-544000000.0,-544000000.0,2386000000.0,2386000000.0,-607000000.0,-4462000000.0,-4462000000.0,97000000.0,375000000.0,64000000.0,64000000.0,1061000000.0,1061000000.0,15000000.0,15000000.0,6474000000.0
2025-06-30,6302000000.0,-2545000000.0,0.0,-942000000.0,221000000.0,-886000000.0,28596000000.0,66000000.0,30717000000.0,14000000.0,-2201000000.0,-7947000000.0,-7947000000.0,-1278000000.0,-2000000000.0,-2000000000.0,-2324000000.0,-2545000000.0,221000000.0,-2345000000.0,-5314000000.0,,2969000000.0,0.0,2969000000.0,-1442000000.0,-1442000000.0,-634000000.0,110000000.0,4155000000.0,-4045000000.0,-32000000.0,-32000000.0,-886000000.0,-886000000.0,7188000000.0,7188000000.0,2415000000.0,-272000000.0,,-1599000000.0,1505000000.0,1505000000.0,127000000.0,2781000000.0,2781000000.0,30000000.0,197000000.0,-151000000.0,-151000000.0,1084000000.0,1084000000.0,41000000.0,41000000.0,3572000000.0
2025-09-30,5055000000.0,0.0,-2000000000.0,0.0,222000000.0,-890000000.0,27210000000.0,-4000000.0,28596000000.0,-4000000.0,-1378000000.0,-2765000000.0,-2765000000.0,-1857000000.0,-2002000000.0,-2002000000.0,222000000.0,0.0,222000000.0,872000000.0,2872000000.0,,-2000000000.0,-2000000000.0,0.0,-4558000000.0,-4558000000.0,-296000000.0,330000000.0,4955000000.0,-4625000000.0,-3702000000.0,-3702000000.0,-890000000.0,-890000000.0,5945000000.0,5945000000.0,2992000000.0,338000000.0,,-962000000.0,1870000000.0,1870000000.0,63000000.0,1746000000.0,1746000000.0,-63000000.0,223000000.0,-932000000.0,-932000000.0,1099000000.0,1099000000.0,83000000.0,83000000.0,2543000000.0
2025-12-31,160000000.0,0.0,-1050000000.0,0.0,24000000.0,-948000000.0,24365000000.0,-326000000.0,27210000000.0,15000000.0,-2534000000.0,-1031000000.0,-1031000000.0,2659000000.0,-2002000000.0,-2002000000.0,24000000.0,0.0,24000000.0,-1712000000.0,-662000000.0,,-1050000000.0,-1050000000.0,0.0,-2611000000.0,-2611000000.0,-294000000.0,-1296000000.0,3272000000.0,-4568000000.0,-73000000.0,-73000000.0,-948000000.0,-948000000.0,1108000000.0,1108000000.0,-495000000.0,107000000.0,,-1501000000.0,1728000000.0,1728000000.0,2082000000.0,-829000000.0,-829000000.0,699000000.0,176000000.0,-733000000.0,-733000000.0,1117000000.0,1117000000.0,126000000.0,126000000.0,218000000.0
2026-03-31,8149000000.0,0.0,-1500000000.0,1100000000.0,231000000.0,-763000000.0,28001000000.0,170000000.0,24365000000.0,-7000000.0,3473000000.0,-2992000000.0,-2992000000.0,-818000000.0,-2005000000.0,-2005000000.0,231000000.0,0.0,231000000.0,-400000000.0,1100000000.0,1100000000.0,-1500000000.0,-1500000000.0,,-2447000000.0,-2447000000.0,668000000.0,-2352000000.0,4163000000.0,-6515000000.0,0.0,0.0,-763000000.0,-763000000.0,8912000000.0,8912000000.0,746000000.0,20000000.0,,2919000000.0,1351000000.0,1351000000.0,1055000000.0,-3544000000.0,-3544000000.0,-304000000.0,348000000.0,540000000.0,540000000.0,1029000000.0,1029000000.0,72000000.0,72000000.0,6481000000.0
2026-06-30,10253000000.0,-1646000000.0,-3313000000.0,-1100000000.0,128000000.0,-799000000.0,28585000000.0,-51000000.0,28001000000.0,4000000.0,631000000.0,-8623000000.0,-8623000000.0,-605000000.0,-2087000000.0,-2087000000.0,-1518000000.0,-1646000000.0,128000000.0,-4413000000.0,-3413000000.0,,-1000000000.0,-1000000000.0,,-1798000000.0,-1798000000.0,-502000000.0,-399000000.0,3211000000.0,-3610000000.0,-98000000.0,-98000000.0,-799000000.0,-799000000.0,11052000000.0,11052000000.0,4065000000.0,-442000000.0,,101000000.0,-619000000.0,-619000000.0,97000000.0,5025000000.0,5025000000.0,69000000.0,276000000.0,-129000000.0,-129000000.0,1040000000.0,1040000000.0,61000000.0,61000000.0,5670000000.0
