date,Free Cash Flow,Issuance Of Capital Stock,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Other Cash Adjustment Outside Changein Cash,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Net Common Stock Issuance,Common Stock Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Capital Expenditure Reported,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Current Liabilities,Change In Payables And Accrued Expense,Change In Prepaid Assets,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Unrealized Gain Loss On Investment Securities,Provisionand Write Offof Assets,Amortization Of Securities,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Operating Gains Losses,Gain Loss On Investment Securities,Net Foreign Currency Exchange Gain Loss,Gain Loss On Sale Of PPE,Net Income From Continuing Operations
2024-12-31,,0.0,,,,,-134000.0,,,,,,,,0.0,,,,,,,,,,-11649000.0,-11649000.0,,,,,,,,,,,,,,-85000.0,,,,,,,,,,,,
2025-03-31,44918000.0,,-11675000.0,180000.0,775000.0,61268653000.0,0.0,44967604000.0,6582000.0,16294467000.0,16263099000.0,16263099000.0,16262457000.0,642000.0,,,-25225000.0,-25225000.0,-5864000.0,-246000.0,92000.0,-338000.0,-7440000.0,-7440000.0,-11675000.0,-11675000.0,-11675000.0,56593000.0,56593000.0,-49063000.0,-2339000.0,6421000.0,-47792000.0,-5353000.0,-5353000.0,-3371000.0,12716000.0,2382000.0,1064000.0,0.0,-1250000.0,-1250000.0,13880000.0,13880000.0,13466000.0,13466000.0,400000.0,15444000.0,14532000.0,900000.0,12000.0,64791000.0
2025-06-30,233940000.0,,-13183000.0,0.0,12750000.0,63075520000.0,0.0,61268653000.0,46665000.0,1760202000.0,1533962000.0,1533962000.0,955246000.0,6158000.0,,,-20883000.0,-20883000.0,-1555000.0,-5851000.0,181000.0,-6032000.0,-294000.0,-294000.0,-13183000.0,-13183000.0,-13183000.0,247123000.0,247123000.0,117965000.0,-2001000.0,117560000.0,5688000.0,-3282000.0,-3282000.0,-3755000.0,431140000.0,167724000.0,4501000.0,0.0,-4501000.0,-4501000.0,14209000.0,14209000.0,,,,1940000.0,-5927000.0,7863000.0,4000.0,-482100000.0
2025-09-30,-26328000.0,441085000.0,-15646000.0,0.0,318000.0,75562109000.0,0.0,63075520000.0,-116000.0,12486705000.0,12517729000.0,12517729000.0,12067133000.0,9511000.0,441085000.0,441085000.0,-20342000.0,-20342000.0,-4062000.0,-634000.0,691000.0,-1325000.0,0.0,0.0,-15646000.0,-15646000.0,-15646000.0,-10682000.0,-10682000.0,-255728000.0,-5141000.0,-136931000.0,-103066000.0,-10590000.0,-10590000.0,-3068000.0,59620000.0,-56212000.0,8231000.0,0.0,3277000.0,3277000.0,23002000.0,23002000.0,,,,-4189000.0,-3436000.0,-737000.0,,214385000.0
2025-12-31,233399000.0,-546000.0,-15696000.0,0.0,-513000.0,77419733000.0,0.0,75562109000.0,4544000.0,1853080000.0,1621570000.0,1621570000.0,1586668000.0,35448000.0,-546000.0,-546000.0,-17585000.0,-17585000.0,-951000.0,-938000.0,658000.0,-1596000.0,0.0,0.0,-15696000.0,-15696000.0,-15696000.0,249095000.0,249095000.0,77297000.0,4596000.0,94187000.0,-1332000.0,-20154000.0,-20154000.0,9712000.0,59399000.0,-42472000.0,9796000.0,0.0,321000.0,321000.0,25536000.0,25536000.0,,,,-23900000.0,-23686000.0,-236000.0,,133406000.0
2026-03-31,5473000.0,,-15603000.0,216000.0,1282000.0,79206407000.0,,77419733000.0,9523000.0,1777151000.0,1791263000.0,1791263000.0,1775806000.0,15457000.0,,,-35188000.0,-35188000.0,-9356000.0,-10229000.0,556000.0,-10785000.0,0.0,0.0,,,-15603000.0,21076000.0,21076000.0,-124303000.0,-5609000.0,-101447000.0,-4645000.0,-12602000.0,-12602000.0,3075000.0,51807000.0,4136000.0,4659000.0,,651000.0,651000.0,26767000.0,26767000.0,25772000.0,25772000.0,1000000.0,-962000.0,4432000.0,-5394000.0,0.0,55246000.0
2026-06-30,497268000.0,,-20161000.0,0.0,,75793415000.0,,79206407000.0,-1897000.0,-3411095000.0,-3906503000.0,-3906503000.0,-3937161000.0,30658000.0,,,-22021000.0,-22021000.0,-1033000.0,-827000.0,123000.0,-950000.0,0.0,0.0,,,-20161000.0,517429000.0,517429000.0,386867000.0,221724000.0,133370000.0,43653000.0,-11880000.0,-11880000.0,-2273000.0,53618000.0,2580000.0,4502000.0,,54000.0,54000.0,29896000.0,29896000.0,,,,-6029000.0,-4283000.0,-1746000.0,0.0,48214000.0
