date,GC_OI,GC_PROD_L,GC_PROD_S,GC_SWAP_L,GC_SWAP_S,GC_MM_L,GC_MM_S,SI_OI,SI_PROD_L,SI_PROD_S,SI_SWAP_L,SI_SWAP_S,SI_MM_L,SI_MM_S,HG_OI,HG_PROD_L,HG_PROD_S,HG_SWAP_L,HG_SWAP_S,HG_MM_L,HG_MM_S,CL_OI,CL_PROD_L,CL_PROD_S,CL_SWAP_L,CL_SWAP_S,CL_MM_L,CL_MM_S,NG_OI,NG_PROD_L,NG_PROD_S,NG_SWAP_L,NG_SWAP_S,NG_MM_L,NG_MM_S,ES_OI,ES_DEALER_L,ES_DEALER_S,ES_ASSET_L,ES_ASSET_S,ES_HEDGE_L,ES_HEDGE_S,NQ_OI,NQ_DEALER_L,NQ_DEALER_S,NQ_ASSET_L,NQ_ASSET_S,NQ_HEDGE_L,NQ_HEDGE_S,RTY_OI,RTY_DEALER_L,RTY_DEALER_S,RTY_ASSET_L,RTY_ASSET_S,RTY_HEDGE_L,RTY_HEDGE_S,ZQ_OI,ZQ_DEALER_L,ZQ_DEALER_S,ZQ_ASSET_L,ZQ_ASSET_S,ZQ_HEDGE_L,ZQ_HEDGE_S,VX_OI,VX_DEALER_L,VX_DEALER_S,VX_ASSET_L,VX_ASSET_S,VX_HEDGE_L,VX_HEDGE_S,ZF_OI,ZF_DEALER_L,ZF_DEALER_S,ZF_ASSET_L,ZF_ASSET_S,ZF_HEDGE_L,ZF_HEDGE_S,ZN_OI,ZN_DEALER_L,ZN_DEALER_S,ZN_ASSET_L,ZN_ASSET_S,ZN_HEDGE_L,ZN_HEDGE_S,ZB_OI,ZB_DEALER_L,ZB_DEALER_S,ZB_ASSET_L,ZB_ASSET_S,ZB_HEDGE_L,ZB_HEDGE_S,EUR_OI,EUR_DEALER_L,EUR_DEALER_S,EUR_ASSET_L,EUR_ASSET_S,EUR_HEDGE_L,EUR_HEDGE_S,JPY_OI,JPY_DEALER_L,JPY_DEALER_S,JPY_ASSET_L,JPY_ASSET_S,JPY_HEDGE_L,JPY_HEDGE_S,BTC_OI,BTC_DEALER_L,BTC_DEALER_S,BTC_ASSET_L,BTC_ASSET_S,BTC_HEDGE_L,BTC_HEDGE_S,DXY_OI,DXY_DEALER_L,DXY_DEALER_S,DXY_ASSET_L,DXY_ASSET_S,DXY_HEDGE_L,DXY_HEDGE_S
2025-02-11,528719,20935,81836,19501,268488,229071,34268,164251,3900,41206,21575,52519,54415,20039,243961,26519,72812,38330,16879,79403,54970,1788275,542562,311393,39547,515409,210539,80235,330894,41836,14196,29918,201466,0,17522,2096517.0,135406.0,897622.0,1119018.0,184454.0,190122.0,548068.0,263509.0,38275.0,84534.0,106956.0,41743.0,39736.0,92040.0,414957.0,86187.0,134285.0,201397.0,101897.0,38070.0,90534.0,1638239.0,289073.0,305919.0,71623.0,6596.0,473900.0,521525.0,360209.0,59569.0,17674.0,58655.0,66627.0,56087.0,98103.0,6570886.0,116623.0,954096.0,3779824.0,641001.0,389612.0,3445655.0,4935773.0,222213.0,539691.0,2500392.0,936017.0,503823.0,2048572.0,2038280.0,28027.0,203001.0,1070159.0,511439.0,369758.0,819808.0,622873.0,16384.0,178074.0,338182.0,177937.0,88642.0,109469.0,273314.0,9892.0,100568.0,86253.0,48939.0,35523.0,66542.0,32949.0,13785.0,3316.0,9494.0,686.0,3361.0,23444.0,39291.0,1905.0,20639.0,17226.0,596.0,14117.0,11648.0
2025-02-18,522330,22176,82595,16566,252218,222538,37209,170107,3701,43116,22084,54629,58305,19999,238331,22922,69880,39540,17302,80431,50385,1752594,552840,317320,44035,496981,189761,83869,350495,41836,14676,29135,220544,0,17522,2120653.0,147949.0,920086.0,1136814.0,185795.0,193400.0,548990.0,289760.0,42759.0,89229.0,109185.0,42730.0,40127.0,108348.0,416609.0,84056.0,138043.0,201908.0,100720.0,37129.0,90258.0,1792312.0,261487.0,364105.0,76034.0,6783.0,483667.0,475858.0,399283.0,75090.0,37555.0,72619.0,69907.0,61394.0,102277.0,6986784.0,110130.0,982143.0,3698054.0,682354.0,382074.0,3263234.0,5239067.0,177025.0,569760.0,2479135.0,961413.0,530433.0,1913104.0,2060795.0,27682.0,194158.0,1056735.0,504468.0,376899.0,816910.0,638024.0,19976.0,200260.0,346446.0,173913.0,89424.0,100651.0,281163.0,13311.0,110416.0,87890.0,48966.0,43974.0,67824.0,33833.0,13667.0,3250.0,9175.0,832.0,4032.0,23814.0,38459.0,1704.0,20922.0,15140.0,620.0,15966.0,10461.0
2025-02-25,512179,24007,84497,14682,242292,212694,32882,163681,4000,43955,22671,52904,51338,18399,222133,22124,65068,38276,17940,70584,51927,1768799,545485,308645,47903,479707,177427,108654,352798,42327,15090,29666,222340,0,17522,2126872.0,140761.0,942897.0,1130093.0,208953.0,186291.0,522309.0,286114.0,35302.0,110037.0,103665.0,45133.0,56135.0,84006.0,422488.0,89689.0,138838.0,183385.0,97987.0,54808.0,86306.0,2094384.0,334851.0,444175.0,149189.0,7501.0,528430.0,592273.0,389557.0,67497.0,20785.0,70938.0,69150.0,67482.0,104957.0,6686222.0,111180.0,1011696.0,3550298.0,576437.0,345018.0,3200484.0,5212386.0,236986.0,530413.0,2485649.0,958530.0,475999.0,1807498.0,2206218.0,19152.0,175087.0,1053905.0,493352.0,310554.0,781123.0,658684.0,20386.0,230729.0,356354.0,165177.0,93762.0,99058.0,329186.0,10456.0,165651.0,109396.0,37634.0,47598.0,59318.0,32060.0,12226.0,2474.0,8737.0,512.0,3849.0,23048.0,38062.0,1375.0,20472.0,13997.0,624.0,15680.0,9074.0
2025-03-04,489270,24881,83460,16574,229110,204965,38307,145935,3934,35560,21714,61032,47878,13780,218780,22485,59859,38835,17650,64740,55838,1816244,568285,333288,52840,465817,171447,72798,341807,38963,14501,26028,215989,0,15325,2180944.0,141049.0,1012245.0,1118800.0,207296.0,241275.0,529255.0,288147.0,30430.0,113543.0,98027.0,49497.0,66893.0,78548.0,445584.0,89784.0,140203.0,179257.0,107249.0,83460.0,94768.0,1770029.0,363895.0,221874.0,137508.0,5222.0,259298.0,562670.0,391037.0,56541.0,27540.0,59064.0,53730.0,63872.0,104162.0,6195904.0,128026.0,840588.0,3684943.0,576013.0,349815.0,3493317.0,4708642.0,241900.0,503611.0,2502636.0,933723.0,419784.0,1839682.0,1931873.0,21733.0,158001.0,1082500.0,500092.0,228545.0,758698.0,683819.0,22785.0,255957.0,366028.0,154304.0,94173.0,102395.0,354415.0,9567.0,196332.0,115992.0,32223.0,47578.0,45028.0,28209.0,11694.0,2780.0,8324.0,433.0,2809.0,21286.0,39075.0,1256.0,20972.0,12355.0,468.0,19095.0,9095.0
2025-03-11,511276,24799,82058,18459,226388,204907,37331,155263,3196,38436,21925,64041,54740,12763,227359,21598,63320,38511,18845,69303,55087,1793310,565995,325873,54307,473173,171354,63610,355574,38963,14501,21638,224324,1044,15325,2282648.0,145177.0,1074214.0,1094727.0,247942.0,268404.0,461956.0,303084.0,31452.0,123584.0,89490.0,51022.0,79012.0,74346.0,473874.0,90242.0,148319.0,172727.0,124697.0,104927.0,89803.0,1890311.0,395510.0,269066.0,175143.0,5222.0,303456.0,629690.0,384995.0,53321.0,39646.0,53143.0,34793.0,59610.0,102964.0,6279229.0,140482.0,908377.0,3723895.0,590111.0,416172.0,3541563.0,4699017.0,230036.0,559176.0,2559594.0,934433.0,385447.0,1818554.0,1854304.0,32321.0,116185.0,1067954.0,515230.0,194879.0,738210.0,729760.0,28370.0,291663.0,375109.0,135878.0,90093.0,96012.0,446178.0,13116.0,202317.0,111825.0,27286.0,46055.0,45638.0,28545.0,11145.0,2803.0,7930.0,596.0,2547.0,20818.0,39865.0,1372.0,20750.0,8120.0,683.0,21509.0,7340.0
2025-03-18,533566,23881,88261,16899,237687,220879,37045,170566,3086,40158,23043,67626,62742,13254,237882,21685,65337,37563,21463,75519,51567,1768386,566019,325880,51831,474198,175659,83396,357752,39211,14501,21638,233563,3564,15325,2560662.0,134075.0,1045005.0,1068185.0,236328.0,239099.0,427599.0,301517.0,33981.0,99974.0,83175.0,49232.0,67212.0,66155.0,502107.0,87088.0,138230.0,168086.0,132583.0,110912.0,92643.0,1962821.0,455358.0,312389.0,158465.0,4247.0,398296.0,733168.0,348583.0,28487.0,36603.0,56514.0,30820.0,56479.0,85101.0,6319900.0,141126.0,827598.0,3722649.0,647356.0,395577.0,3568617.0,4868495.0,296626.0,550867.0,2686494.0,973531.0,349415.0,1942186.0,1851155.0,27986.0,138109.0,1067550.0,548018.0,187828.0,681839.0,652620.0,16659.0,329538.0,380024.0,121536.0,87050.0,73191.0,296567.0,1791.0,180917.0,100447.0,20250.0,40348.0,46181.0,30213.0,10537.0,3058.0,7653.0,693.0,3381.0,21349.0,29600.0,1087.0,3412.0,7305.0,1479.0,15256.0,15553.0
2025-03-25,511482,14682,77439,16248,232089,213505,38773,169628,3615,41209,23378,66489,59841,14449,251957,24620,68474,33605,24281,80018,43322,1783978,592745,348564,49936,484255,181704,88461,366294,39994,14805,22217,245767,3564,15325,2074351.0,134217.0,993988.0,1117841.0,202515.0,168249.0,402856.0,224189.0,42142.0,63762.0,89845.0,50112.0,30225.0,66115.0,399445.0,73983.0,98104.0,169967.0,130364.0,65195.0,84465.0,2189715.0,492208.0,363003.0,142571.0,3987.0,484753.0,792551.0,307181.0,13337.0,25660.0,63708.0,39016.0,56256.0,78296.0,6333096.0,127078.0,812801.0,3749322.0,628005.0,373972.0,3554533.0,4922788.0,285015.0,546549.0,2665260.0,945335.0,424081.0,1979943.0,1827574.0,22414.0,157376.0,1099970.0,539865.0,134326.0,644289.0,672875.0,22135.0,351464.0,389514.0,125991.0,89643.0,63267.0,303778.0,5335.0,190362.0,99454.0,19587.0,41782.0,41473.0,29036.0,11044.0,3228.0,8235.0,644.0,1825.0,20637.0,29219.0,951.0,3412.0,6101.0,2010.0,15453.0,15640.0
2025-04-01,498746,11538,73853,24256,227002,204833,62834,170197,3806,41168,25099,64142,58008,16989,245181,29271,69359,31766,22787,71844,37412,1836468,608450,336647,49047,497560,188212,86795,355936,37392,14265,20413,239046,3564,14284,2111750.0,138259.0,988527.0,1092161.0,206681.0,169590.0,430751.0,247658.0,40641.0,77881.0,92734.0,45284.0,48832.0,79374.0,412519.0,71917.0,96643.0,163328.0,128723.0,75301.0,90447.0,2021486.0,417147.0,274804.0,115809.0,5866.0,497583.0,787950.0,323012.0,31393.0,22429.0,67030.0,55814.0,53583.0,82196.0,6521245.0,146635.0,805730.0,3902037.0,653305.0,440718.0,3780738.0,4893505.0,282328.0,536443.0,2661217.0,875034.0,347325.0,1987738.0,1847155.0,17275.0,161694.0,1112338.0,552820.0,125707.0,631023.0,670827.0,24218.0,340593.0,384138.0,127920.0,91315.0,58425.0,311162.0,4942.0,200763.0,99685.0,23036.0,48928.0,37665.0,27069.0,10410.0,3687.0,7991.0,599.0,1963.0,19104.0,29279.0,919.0,3782.0,6920.0,2692.0,15316.0,13335.0
2025-04-08,445468,14087,66734,27128,206664,175393,44407,154289,3529,35671,25249,57129,35544,12859,220390,27720,59049,28280,18380,51157,36991,1991545,676913,378788,37154,483838,155667,107128,363475,39948,14265,20413,245588,3564,14284,2332802.0,161861.0,968705.0,1086748.0,273583.0,216672.0,483817.0,254563.0,37898.0,84731.0,86968.0,49741.0,67920.0,62300.0,453401.0,88738.0,105815.0,161883.0,144605.0,97317.0,106642.0,2206484.0,583593.0,271914.0,116751.0,11865.0,433811.0,860162.0,377062.0,60759.0,48242.0,46199.0,37323.0,74059.0,111597.0,6489726.0,120995.0,916147.0,3898292.0,630321.0,426517.0,3700019.0,4891164.0,217574.0,620852.0,2767173.0,708747.0,214158.0,2087845.0,1843704.0,25221.0,159329.0,1089694.0,542035.0,134199.0,650186.0,697776.0,31861.0,371975.0,412595.0,129438.0,85855.0,52777.0,320758.0,5632.0,233795.0,115727.0,12797.0,52436.0,33203.0,26909.0,9337.0,4464.0,7378.0,728.0,2883.0,16828.0,22770.0,1684.0,3662.0,4878.0,2970.0,11631.0,8097.0
2025-04-15,456628,14214,65819,29121,209428,168400,43546,144400,4176,36403,25575,56098,35877,12325,202997,26895,57530,26643,16180,49786,36416,1918217,636108,343321,34738,481240,179562,99649,368897,41380,14265,20418,249238,3564,14284,2181908.0,174555.0,933840.0,1087907.0,276607.0,159652.0,391121.0,235406.0,43320.0,75399.0,87831.0,48006.0,50242.0,63635.0,454242.0,100525.0,109667.0,158642.0,142556.0,92198.0,103257.0,2340643.0,578990.0,275092.0,150084.0,17258.0,371322.0,824755.0,332536.0,53466.0,53533.0,38108.0,20846.0,66918.0,93815.0,6403165.0,106704.0,885005.0,3873555.0,598236.0,355864.0,3642930.0,4760884.0,176229.0,717119.0,2755221.0,672787.0,201132.0,2012009.0,1806394.0,23103.0,146091.0,1155160.0,535206.0,84161.0,668124.0,708122.0,29171.0,393749.0,419169.0,129399.0,80754.0,58948.0,338849.0,7590.0,255341.0,130058.0,15150.0,51122.0,33022.0,27126.0,9966.0,4414.0,7300.0,559.0,888.0,15328.0,27224.0,1514.0,3793.0,3894.0,5135.0,16141.0,8030.0
2025-04-22,465351,18110,63420,37696,194654,166360,45458,146923,4857,35784,25158,58605,36905,11014,196712,23225,55220,26430,18085,51603,35448,1860519,601670,319240,35585,491900,195213,63478,371084,41630,14265,21023,250613,3564,14284,2209656.0,179464.0,958106.0,1117162.0,304043.0,168599.0,420432.0,242084.0,44889.0,80519.0,84823.0,51147.0,55399.0,55727.0,464123.0,102249.0,123728.0,167091.0,143057.0,84100.0,110268.0,2419058.0,627224.0,312964.0,154712.0,20758.0,400718.0,858612.0,273099.0,33117.0,30494.0,39788.0,18303.0,47729.0,83528.0,6661258.0,136379.0,911224.0,4058378.0,622104.0,448393.0,3893468.0,4730339.0,193474.0,678665.0,2721149.0,649329.0,204338.0,1981285.0,1809987.0,22448.0,164427.0,1165429.0,509464.0,70220.0,661174.0,719232.0,33861.0,403364.0,419532.0,123255.0,81269.0,66559.0,351226.0,8474.0,269048.0,135299.0,15316.0,50802.0,31359.0,28202.0,10821.0,4540.0,8105.0,904.0,1983.0,18186.0,32880.0,1896.0,1800.0,3569.0,5782.0,20902.0,11429.0
2025-04-29,451868,17714,62788,34475,180162,150715,44820,152669,6334,37333,24066,62331,42324,11586,191990,22225,52987,29588,18890,50998,32072,1896516,611678,348607,36899,483462,200874,60843,358032,39035,13567,19318,242617,3564,13243,2134084.0,167266.0,920807.0,1109378.0,279977.0,150010.0,399887.0,246874.0,53516.0,66022.0,83296.0,43576.0,51301.0,77657.0,459912.0,103884.0,116655.0,162003.0,139219.0,81585.0,108375.0,2545530.0,645294.0,290211.0,165037.0,32425.0,425962.0,940745.0,279032.0,20627.0,41943.0,38574.0,18044.0,50416.0,59562.0,6859544.0,129254.0,899623.0,4172671.0,563434.0,476651.0,4101770.0,4880010.0,211473.0,617770.0,2773117.0,712093.0,237175.0,2070536.0,1804883.0,25691.0,213503.0,1153710.0,528228.0,54567.0,599491.0,730212.0,33550.0,410302.0,421978.0,120302.0,79893.0,62578.0,366246.0,10758.0,277672.0,137808.0,10533.0,50238.0,30627.0,26966.0,11110.0,4826.0,8128.0,509.0,2162.0,18060.0,32830.0,1889.0,1741.0,3766.0,6818.0,21178.0,10546.0
2025-05-06,452414,17705,62990,37106,183924,144383,42292,140261,3370,34069,24951,62055,43606,13724,192752,21547,54573,28735,18064,50933,28848,1982266,609194,361375,39978,468387,208513,79938,361881,38974,13657,18505,243949,3564,13243,2133652.0,188508.0,881910.0,1099297.0,283135.0,157467.0,414906.0,258249.0,56739.0,58754.0,81590.0,40481.0,58695.0,95365.0,449683.0,111226.0,104366.0,146775.0,127960.0,75633.0,116729.0,1875993.0,565459.0,332020.0,29752.0,35145.0,354194.0,608332.0,279106.0,22730.0,36581.0,43852.0,23615.0,49651.0,63456.0,7102291.0,129138.0,879552.0,4263174.0,652930.0,447593.0,4117355.0,4996132.0,193703.0,575352.0,2886450.0,671459.0,191813.0,2228175.0,1803444.0,23699.0,197744.0,1143209.0,515035.0,53146.0,616434.0,737013.0,33157.0,415185.0,427317.0,120387.0,73085.0,67340.0,375546.0,15495.0,277678.0,134156.0,8481.0,54358.0,29708.0,27971.0,10710.0,4670.0,7805.0,423.0,3156.0,19432.0,35412.0,2015.0,484.0,3662.0,8753.0,24122.0,12190.0
2025-05-13,440842,17651,59184,33350,183024,144410,43183,138262,3795,34242,25456,61189,43522,15189,195840,22480,56322,28007,18508,52763,28971,1948099,644044,390802,36231,474311,191026,72930,364803,38974,13443,18871,244593,3564,15055,2125890.0,191074.0,864263.0,1112757.0,256679.0,159581.0,448236.0,283667.0,73693.0,59349.0,84784.0,41464.0,63527.0,117514.0,443279.0,113449.0,105271.0,155816.0,130456.0,73762.0,110170.0,2026950.0,590910.0,390859.0,35693.0,40520.0,402015.0,552328.0,276572.0,17676.0,45358.0,43541.0,31765.0,52184.0,44415.0,7152021.0,135915.0,873572.0,4169407.0,774923.0,387479.0,3876357.0,5157374.0,182174.0,632281.0,2902589.0,739610.0,193076.0,2132082.0,1829814.0,26381.0,185435.0,1145831.0,526506.0,47874.0,613903.0,750906.0,34250.0,423571.0,432043.0,120966.0,86340.0,66187.0,359521.0,11512.0,257899.0,124096.0,14755.0,55015.0,19972.0,29070.0,11319.0,4845.0,8623.0,451.0,3043.0,17182.0,27982.0,2215.0,403.0,4745.0,7868.0,14645.0,6360.0
2025-05-20,448000,20202,59019,34444,193275,149149,41520,141451,3792,34584,25592,61579,45696,15251,205105,25226,58241,27763,18171,49457,28575,1873273,594159,337740,41376,484589,187115,75236,364375,38974,13443,18841,244582,3564,15055,2113668.0,185308.0,861079.0,1123523.0,250081.0,150431.0,448993.0,279368.0,73255.0,60448.0,87928.0,38586.0,59596.0,112289.0,435666.0,115565.0,110345.0,155730.0,125056.0,67508.0,101248.0,2135866.0,646228.0,409418.0,39287.0,41607.0,398013.0,584936.0,299850.0,35490.0,42083.0,55789.0,46102.0,52730.0,59114.0,7225242.0,116714.0,859746.0,4098745.0,767341.0,394327.0,3866964.0,5230886.0,184523.0,588086.0,2809356.0,707398.0,198299.0,2145615.0,1852776.0,23219.0,175557.0,1130324.0,522396.0,53881.0,613832.0,759249.0,47230.0,421491.0,435558.0,125222.0,83874.0,76941.0,366865.0,10501.0,259716.0,124230.0,13308.0,55915.0,17418.0,32033.0,11892.0,4747.0,8943.0,439.0,3128.0,17839.0,30189.0,2204.0,356.0,4301.0,8361.0,17660.0,7398.0
2025-05-27,437538,15935,62127,39356,200751,147502,36686,147555,3658,34960,25616,64591,48645,15433,208601,26022,57828,26622,20891,49269,28432,1943708,606643,336250,43524,483024,181394,77447,364216,38974,13443,18112,244329,3564,15055,2112166.0,164372.0,879696.0,1121735.0,265658.0,167130.0,425681.0,275143.0,62286.0,63328.0,90050.0,38667.0,59208.0,106976.0,434066.0,119864.0,107923.0,152980.0,126118.0,65522.0,102036.0,2336249.0,739251.0,425170.0,31296.0,39280.0,392821.0,656204.0,259527.0,28992.0,27654.0,51749.0,44610.0,38402.0,53010.0,7037906.0,127845.0,856522.0,4005028.0,780545.0,327112.0,3783154.0,5252377.0,159306.0,605778.0,2738572.0,714727.0,187765.0,2114026.0,1899157.0,21951.0,205957.0,1110225.0,546357.0,69785.0,563700.0,760471.0,49826.0,424525.0,441156.0,127173.0,76556.0,77460.0,377011.0,11894.0,256512.0,127979.0,13817.0,49246.0,25171.0,31964.0,12439.0,4594.0,9148.0,414.0,3525.0,18786.0,30979.0,2091.0,356.0,3300.0,8785.0,20000.0,7289.0
2025-06-03,415941,14319,62427,40187,212905,159966,36384,163347,3539,36974,25370,71076,58645,13812,211857,19223,55235,30525,21526,51871,28706,2010313,613388,356103,45072,476821,207243,62612,351945,35952,12649,17831,235415,2834,15442,2123862.0,178033.0,866779.0,1083338.0,269654.0,161462.0,447530.0,277034.0,60145.0,68881.0,93035.0,38773.0,55854.0,106034.0,445327.0,126143.0,99229.0,153015.0,128143.0,71612.0,117051.0,1600551.0,455821.0,234163.0,67095.0,27596.0,207087.0,449306.0,284670.0,45842.0,34233.0,54900.0,45020.0,39555.0,63858.0,6810389.0,115919.0,855917.0,4089691.0,762741.0,371597.0,3834359.0,4772482.0,181044.0,506862.0,2768546.0,674772.0,247132.0,2198795.0,1763931.0,16481.0,188967.0,1087503.0,514401.0,91692.0,573327.0,781284.0,48503.0,438220.0,444511.0,124440.0,74113.0,76024.0,366008.0,13257.0,250144.0,130723.0,21167.0,49497.0,23347.0,29758.0,12040.0,4674.0,8591.0,449.0,4040.0,18484.0,28007.0,2048.0,356.0,3307.0,9113.0,17090.0,7332.0
2025-06-10,417143,13381,62746,38867,212220,160680,36589,174281,2686,39248,26349,75448,59581,11648,207359,19501,57306,30519,22998,51676,26064,2017212,638102,392627,47508,493654,213624,52047,355121,36104,12649,17831,238856,0,15442,2223909.0,194858.0,803150.0,1088561.0,262430.0,150882.0,465145.0,276888.0,63054.0,76121.0,92286.0,38602.0,57702.0,98617.0,447044.0,129584.0,98106.0,143414.0,124967.0,76755.0,120894.0,1697763.0,494041.0,263957.0,72307.0,27459.0,228152.0,495089.0,319008.0,63834.0,44538.0,63472.0,49487.0,41443.0,74591.0,6788814.0,134662.0,835445.0,4077183.0,792406.0,347220.0,3825676.0,4731813.0,170505.0,515955.0,2751591.0,690958.0,244639.0,2187895.0,1728442.0,17172.0,201999.0,1074794.0,527954.0,82858.0,516860.0,810517.0,32680.0,439359.0,441522.0,121178.0,84861.0,72885.0,388263.0,11486.0,244029.0,131187.0,21235.0,44731.0,24112.0,30261.0,11925.0,4708.0,8737.0,525.0,3649.0,18785.0,30659.0,2043.0,0.0,2311.0,10596.0,19331.0,6341.0
2025-06-17,441214,11066,64028,40135,224900,167646,37135,184831,3612,40085,27142,76617,62692,13827,202728,21091,57541,30247,22480,47266,24618,1938664,653451,395668,50280,567114,212225,41620,360943,37072,13129,17831,241808,0,15442,2450146.0,220265.0,793745.0,1085040.0,238330.0,150208.0,475094.0,311779.0,57205.0,72664.0,94954.0,39512.0,55516.0,100288.0,501995.0,136602.0,90914.0,143832.0,123313.0,82369.0,144851.0,1938628.0,513514.0,299868.0,60718.0,26859.0,345225.0,578067.0,327474.0,69033.0,40609.0,69420.0,55073.0,46151.0,87582.0,6949193.0,140317.0,854690.0,4109678.0,825543.0,424105.0,3914071.0,4826555.0,214384.0,571943.0,2820614.0,670725.0,248390.0,2265686.0,1742962.0,18510.0,226738.0,1077213.0,528717.0,80861.0,497953.0,755861.0,28746.0,453210.0,456662.0,123584.0,88119.0,72690.0,317523.0,7244.0,224439.0,119461.0,26366.0,45713.0,27930.0,30860.0,11360.0,4027.0,8675.0,551.0,3782.0,18800.0,30721.0,9274.0,0.0,2992.0,11202.0,11452.0,9297.0
2025-06-24,434958,12319,62734,40583,220728,163829,38701,174613,4185,38670,28573,76565,58906,13795,203404,22814,60231,30348,24650,51287,23038,1961998,617284,359166,52238,580898,208829,47342,364271,37072,13253,17465,241550,0,15442,1886352.0,137756.0,746446.0,1064574.0,223328.0,137615.0,411937.0,253330.0,46925.0,84219.0,89165.0,39187.0,48555.0,80565.0,389754.0,86623.0,52321.0,142049.0,120000.0,71728.0,139611.0,2158631.0,522106.0,295240.0,58727.0,24069.0,367600.0,619690.0,314455.0,60605.0,30521.0,66024.0,54920.0,43453.0,84675.0,7075063.0,149468.0,899510.0,4098396.0,797745.0,460583.0,4008575.0,4918411.0,239668.0,601200.0,2791767.0,716605.0,351813.0,2266214.0,1772802.0,15786.0,224221.0,1098500.0,537547.0,77609.0,522543.0,762607.0,31477.0,458976.0,458163.0,120432.0,88638.0,67545.0,314767.0,5506.0,221813.0,116393.0,24632.0,48739.0,28981.0,31352.0,11329.0,3988.0,8747.0,516.0,3429.0,19112.0,31225.0,9413.0,0.0,3421.0,8738.0,10723.0,11113.0
2025-07-01,437662,12005,61418,37260,223916,165086,34726,163567,4248,34400,27829,82217,59228,14301,212300,21136,64064,31385,25750,55031,23241,1989440,628479,370280,51990,574084,219361,44728,346272,35248,12395,15671,230512,0,14401,1887354.0,120862.0,760637.0,1095229.0,255081.0,143023.0,449310.0,265393.0,47980.0,108725.0,90477.0,35431.0,58273.0,73957.0,388073.0,100993.0,52002.0,143199.0,118207.0,71326.0,146475.0,1897280.0,351570.0,262627.0,115148.0,19470.0,341104.0,514906.0,361207.0,75770.0,40919.0,81703.0,57980.0,52152.0,110629.0,7120675.0,141169.0,865701.0,4605232.0,841863.0,472959.0,4030243.0,5050378.0,274599.0,603914.0,3027697.0,769576.0,334595.0,2368934.0,1813559.0,12822.0,237495.0,1130639.0,585186.0,90019.0,505529.0,779031.0,34128.0,468358.0,461525.0,116188.0,91623.0,76402.0,314251.0,5973.0,225947.0,119394.0,25339.0,43066.0,26420.0,29388.0,10627.0,4194.0,8519.0,549.0,3712.0,18353.0,36286.0,9393.0,0.0,3325.0,11445.0,14869.0,12117.0
2025-07-08,443144,13615,60427,35359,226901,164685,35743,162803,5030,32301,27804,80128,58991,16235,230251,22021,69164,31787,25746,61597,23959,1991225,648950,376053,52498,562015,196448,50751,346360,35748,12395,16033,231751,0,14401,1899046.0,119526.0,733933.0,1102127.0,238590.0,146754.0,494389.0,270422.0,47206.0,117968.0,93003.0,31617.0,58579.0,69668.0,397829.0,103791.0,50983.0,148124.0,120447.0,71923.0,149520.0,2024676.0,380447.0,371518.0,115864.0,27284.0,363018.0,469459.0,382750.0,84328.0,40146.0,92549.0,60184.0,46109.0,119286.0,7008745.0,124147.0,846036.0,4590227.0,861485.0,425459.0,3925367.0,4920617.0,258197.0,566118.0,2998048.0,803566.0,270550.0,2328835.0,1837209.0,17588.0,233589.0,1154211.0,585505.0,91132.0,518809.0,805847.0,41200.0,496248.0,464484.0,114961.0,105233.0,76110.0,308621.0,9523.0,203380.0,112913.0,25159.0,42605.0,32223.0,29591.0,10805.0,4252.0,8955.0,516.0,3940.0,18764.0,35076.0,9400.0,0.0,3241.0,11462.0,13952.0,12344.0
2025-07-15,448531,14716,61452,33649,237601,172657,35930,171474,4143,34512,27238,76517,59766,16560,224583,24592,71284,29293,24626,57319,18016,2069099,711108,407689,62517,554332,163283,71514,346828,36323,12395,16033,231907,0,14401,1935859.0,146258.0,738453.0,1097986.0,231667.0,162331.0,507141.0,271661.0,48891.0,119581.0,98504.0,30303.0,54088.0,74562.0,391568.0,112319.0,44433.0,138673.0,123125.0,65072.0,144077.0,2137836.0,481958.0,437050.0,111245.0,27285.0,419616.0,560993.0,411678.0,94247.0,48853.0,83354.0,62007.0,58090.0,120732.0,7028838.0,117837.0,854708.0,4578018.0,862406.0,432728.0,3911482.0,4896544.0,248934.0,554873.0,2969924.0,835770.0,294651.0,2268238.0,1805188.0,23245.0,192222.0,1123130.0,576737.0,76363.0,519270.0,820440.0,42464.0,515996.0,477607.0,116891.0,106430.0,67906.0,321350.0,36455.0,192890.0,100056.0,31678.0,42392.0,45751.0,31309.0,11046.0,3795.0,9199.0,465.0,5258.0,19605.0,35177.0,9808.0,0.0,3143.0,14206.0,14235.0,10896.0
