date,GC_OI,GC_PROD_L,GC_PROD_S,GC_SWAP_L,GC_SWAP_S,GC_MM_L,GC_MM_S,SI_OI,SI_PROD_L,SI_PROD_S,SI_SWAP_L,SI_SWAP_S,SI_MM_L,SI_MM_S,HG_OI,HG_PROD_L,HG_PROD_S,HG_SWAP_L,HG_SWAP_S,HG_MM_L,HG_MM_S,CL_OI,CL_PROD_L,CL_PROD_S,CL_SWAP_L,CL_SWAP_S,CL_MM_L,CL_MM_S,NG_OI,NG_PROD_L,NG_PROD_S,NG_SWAP_L,NG_SWAP_S,NG_MM_L,NG_MM_S,ES_OI,ES_DEALER_L,ES_DEALER_S,ES_ASSET_L,ES_ASSET_S,ES_HEDGE_L,ES_HEDGE_S,NQ_OI,NQ_DEALER_L,NQ_DEALER_S,NQ_ASSET_L,NQ_ASSET_S,NQ_HEDGE_L,NQ_HEDGE_S,RTY_OI,RTY_DEALER_L,RTY_DEALER_S,RTY_ASSET_L,RTY_ASSET_S,RTY_HEDGE_L,RTY_HEDGE_S,ZQ_OI,ZQ_DEALER_L,ZQ_DEALER_S,ZQ_ASSET_L,ZQ_ASSET_S,ZQ_HEDGE_L,ZQ_HEDGE_S,VX_OI,VX_DEALER_L,VX_DEALER_S,VX_ASSET_L,VX_ASSET_S,VX_HEDGE_L,VX_HEDGE_S,ZF_OI,ZF_DEALER_L,ZF_DEALER_S,ZF_ASSET_L,ZF_ASSET_S,ZF_HEDGE_L,ZF_HEDGE_S,ZN_OI,ZN_DEALER_L,ZN_DEALER_S,ZN_ASSET_L,ZN_ASSET_S,ZN_HEDGE_L,ZN_HEDGE_S,ZB_OI,ZB_DEALER_L,ZB_DEALER_S,ZB_ASSET_L,ZB_ASSET_S,ZB_HEDGE_L,ZB_HEDGE_S,EUR_OI,EUR_DEALER_L,EUR_DEALER_S,EUR_ASSET_L,EUR_ASSET_S,EUR_HEDGE_L,EUR_HEDGE_S,JPY_OI,JPY_DEALER_L,JPY_DEALER_S,JPY_ASSET_L,JPY_ASSET_S,JPY_HEDGE_L,JPY_HEDGE_S,BTC_OI,BTC_DEALER_L,BTC_DEALER_S,BTC_ASSET_L,BTC_ASSET_S,BTC_HEDGE_L,BTC_HEDGE_S,DXY_OI,DXY_DEALER_L,DXY_DEALER_S,DXY_ASSET_L,DXY_ASSET_S,DXY_HEDGE_L,DXY_HEDGE_S
2025-07-22,489423,11207,62569,33299,264274,194753,34819,173679,5089,34916,27795,77195,60294,16280,228192,24363,70608,30724,25093,58908,19629,2013304,705320,419230,62898,530844,174213,75976,349860,38853,12395,16033,232272,0,14401,1917043.0,162374.0,741733.0,1093090.0,240822.0,145719.0,487028.0,270972.0,49992.0,116122.0,96346.0,30929.0,49469.0,73398.0,398690.0,120104.0,49483.0,139092.0,127121.0,64879.0,142316.0,2154030.0,515005.0,434189.0,97202.0,25337.0,366710.0,555047.0,398470.0,104683.0,40850.0,83968.0,61168.0,47609.0,129735.0,6981781.0,141049.0,806017.0,4469756.0,898070.0,451194.0,3847034.0,4823425.0,275796.0,517536.0,2873008.0,817720.0,296657.0,2226817.0,1792894.0,16927.0,192724.0,1100148.0,595146.0,87110.0,493931.0,843447.0,47272.0,522071.0,497068.0,122740.0,102310.0,73901.0,313040.0,28423.0,192337.0,100874.0,30516.0,36995.0,43056.0,30797.0,11105.0,2894.0,9131.0,458.0,4724.0,19707.0,35725.0,9854.0,400.0,5319.0,13472.0,12807.0,11890.0
2025-07-29,445259,12294,60464,39149,250058,170918,36662,170329,5925,36147,27289,75996,57762,14738,228444,25092,67474,30905,25599,56672,20012,2028873,680992,389881,58569,529272,177357,79970,359390,40691,17311,17557,240580,0,14401,1941931.0,135576.0,732716.0,1111564.0,238980.0,157815.0,523242.0,281762.0,54789.0,120073.0,103535.0,30272.0,61680.0,83165.0,406989.0,117531.0,45920.0,138991.0,123699.0,65450.0,156094.0,2323011.0,536140.0,414785.0,88692.0,33373.0,370594.0,574650.0,443023.0,107879.0,52809.0,87956.0,64574.0,65732.0,141035.0,6994626.0,149384.0,850258.0,4477556.0,801257.0,479460.0,3856597.0,4958488.0,270020.0,545673.0,2978791.0,807080.0,305106.0,2503548.0,1799806.0,9495.0,190027.0,1112178.0,595243.0,93324.0,523061.0,828577.0,47984.0,499338.0,481538.0,124153.0,110100.0,79238.0,329115.0,46073.0,186961.0,103482.0,31931.0,37000.0,57878.0,28068.0,10763.0,2165.0,9003.0,455.0,3776.0,19584.0,32919.0,9727.0,500.0,5145.0,11046.0,8729.0,11594.0
2025-08-05,449647,21760,55777,36874,273003,186304,32317,161262,4912,33723,27335,70752,45934,16111,197933,21869,67816,34074,20889,36243,17994,2036424,666600,378128,62448,521478,164194,82857,345329,37178,16453,17443,233817,0,13360,1909338.0,120783.0,733066.0,1103259.0,254278.0,145530.0,470773.0,277507.0,45337.0,126578.0,107468.0,30906.0,58687.0,73312.0,427309.0,147007.0,49321.0,141877.0,125318.0,63719.0,180841.0,2058897.0,546132.0,296269.0,142772.0,42492.0,269191.0,634818.0,451483.0,107959.0,45883.0,83886.0,61917.0,67433.0,147013.0,7132049.0,181717.0,869950.0,4424130.0,812576.0,583546.0,3897999.0,5127634.0,304410.0,533304.0,3055050.0,843663.0,392296.0,2638835.0,1761141.0,8847.0,209909.0,1108159.0,613564.0,69263.0,451441.0,818360.0,49171.0,488915.0,481035.0,133610.0,106098.0,71890.0,337378.0,55228.0,190843.0,99799.0,41669.0,38441.0,60091.0,27561.0,9679.0,2278.0,8379.0,420.0,4889.0,18987.0,30064.0,9940.0,500.0,2560.0,7116.0,7706.0,13762.0
2025-08-12,446152,9324,49074,35951,259266,182337,34050,156432,5167,28177,26529,69940,43854,16574,193751,21966,71429,33829,22399,39848,14680,2010959,673419,373507,63219,505421,144004,95139,347712,37178,17497,14875,233110,0,13360,1967857.0,134165.0,739186.0,1152260.0,265901.0,132581.0,519333.0,303576.0,52665.0,132212.0,116980.0,34716.0,70831.0,87121.0,424985.0,140827.0,49626.0,143119.0,125254.0,65559.0,180055.0,2213611.0,601249.0,305477.0,140848.0,36907.0,293612.0,704319.0,492591.0,114816.0,56754.0,88238.0,62884.0,79438.0,160419.0,7238056.0,204556.0,857031.0,4413736.0,773990.0,558708.0,3924843.0,5339441.0,304215.0,580406.0,3113068.0,802138.0,371226.0,2701378.0,1788781.0,6511.0,259895.0,1118801.0,604667.0,92595.0,444584.0,824972.0,50625.0,504801.0,499181.0,131743.0,100864.0,65926.0,351163.0,67396.0,186279.0,101264.0,41567.0,38075.0,73481.0,27851.0,9998.0,1912.0,8858.0,420.0,4120.0,19736.0,30410.0,9833.0,150.0,3956.0,7535.0,7595.0,14215.0
2025-08-19,438541,9389,49394,39607,249567,173388,36003,158477,6416,28993,26843,70941,44397,16351,195080,24760,72315,34222,22032,39892,14283,1922821,638325,340531,70104,508452,143330,115885,349035,37930,17497,14875,233134,2234,13360,1974585.0,139960.0,755281.0,1142641.0,272049.0,141214.0,506555.0,289577.0,52458.0,132352.0,114540.0,31552.0,56969.0,75708.0,418180.0,131850.0,53555.0,144504.0,135542.0,66628.0,160390.0,2336894.0,672422.0,327279.0,157703.0,33244.0,270563.0,730118.0,507099.0,121333.0,60149.0,94423.0,57393.0,81385.0,170437.0,7350661.0,194858.0,877278.0,4465721.0,792689.0,567638.0,3917255.0,5340625.0,305767.0,602053.0,3173317.0,743650.0,316923.0,2733883.0,1809428.0,10900.0,281273.0,1109821.0,582706.0,86504.0,436450.0,825219.0,51466.0,501044.0,501183.0,129953.0,104037.0,70811.0,348982.0,61854.0,185866.0,106374.0,36807.0,33996.0,77350.0,28971.0,9521.0,1926.0,8401.0,439.0,4322.0,19148.0,28891.0,9625.0,177.0,2075.0,7722.0,8676.0,12483.0
2025-08-26,443760,9620,51948,45622,254259,175494,33577,158630,5134,29632,26956,70743,48499,15528,190049,23490,72892,35266,20858,41477,12723,1912554,615115,316987,72371,501370,145935,121314,350095,40543,18956,14875,233604,0,11280,2018365.0,140075.0,723317.0,1134644.0,263364.0,129279.0,549834.0,284355.0,49753.0,132377.0,111116.0,30939.0,61174.0,78075.0,411590.0,114710.0,59836.0,146224.0,131650.0,71892.0,149951.0,2499246.0,649800.0,261600.0,132200.0,32301.0,347673.0,835089.0,469056.0,124169.0,45218.0,89740.0,59904.0,51916.0,157748.0,7476821.0,189169.0,960024.0,4424130.0,673382.0,533604.0,3821814.0,5640455.0,293584.0,524040.0,3197220.0,728844.0,279703.0,2814319.0,2245352.0,12771.0,304521.0,1101511.0,565245.0,89759.0,423485.0,842215.0,47052.0,507819.0,506393.0,129579.0,109029.0,74822.0,357366.0,56818.0,191493.0,108632.0,33447.0,37627.0,79015.0,27481.0,9670.0,1727.0,8397.0,441.0,3581.0,18587.0,31488.0,9231.0,177.0,2181.0,7893.0,12375.0,14295.0
2025-09-02,492908,8209,63511,47568,266164,196127,34625,158368,3512,33233,26644,71120,51293,12523,195673,22030,70101,35675,21554,46867,11311,1987861,647593,347857,74224,495355,143970,116647,335018,36805,18216,15062,224707,0,10759,1997661.0,131768.0,737943.0,1123696.0,262868.0,133854.0,516109.0,282221.0,50329.0,119227.0,108407.0,32785.0,64181.0,82811.0,411921.0,109905.0,62156.0,153042.0,134731.0,71898.0,148846.0,1980922.0,424322.0,182455.0,57201.0,32056.0,359437.0,604241.0,479739.0,127340.0,41951.0,85252.0,63997.0,53844.0,157916.0,6935798.0,171648.0,732883.0,4507357.0,765246.0,491730.0,4000469.0,5209519.0,297213.0,516093.0,3190425.0,727872.0,348005.0,2875945.0,1807579.0,13617.0,288795.0,1135270.0,543906.0,78290.0,469785.0,845820.0,46785.0,506665.0,506627.0,126827.0,107011.0,77338.0,414249.0,68189.0,188404.0,109219.0,33238.0,37470.0,93913.0,26684.0,9432.0,1984.0,8709.0,510.0,2848.0,18170.0,31502.0,9182.0,177.0,3416.0,8970.0,11357.0,12114.0
2025-09-09,509625,9864,72418,48287,259108,198907,35388,156703,3805,31749,26251,71709,49390,13535,208356,22354,74117,37329,21581,50155,11780,1957115,640447,339047,78361,481916,130574,120572,339065,38305,18480,15337,215294,0,18077,2035158.0,126459.0,741594.0,1149395.0,261973.0,123869.0,540470.0,296970.0,50200.0,118863.0,114177.0,34186.0,70821.0,95846.0,423895.0,118984.0,62204.0,151953.0,131921.0,73705.0,160786.0,2264742.0,434876.0,235849.0,92502.0,35496.0,448098.0,673853.0,509393.0,130214.0,47950.0,77908.0,75077.0,80461.0,165670.0,6791488.0,184011.0,750148.0,4392119.0,747813.0,454436.0,3923707.0,5268466.0,383672.0,471796.0,3065281.0,813192.0,432190.0,2851260.0,1844142.0,20054.0,315853.0,1144020.0,571954.0,101446.0,479879.0,878104.0,47377.0,513816.0,506920.0,123669.0,103962.0,71350.0,410799.0,53701.0,204972.0,118215.0,32362.0,41473.0,83135.0,26930.0,9458.0,2301.0,8560.0,714.0,3754.0,18505.0,38029.0,9792.0,150.0,1770.0,10164.0,18991.0,15755.0
2025-09-16,516221,10992,76376,46465,283452,195347,36376,162954,4519,32444,27171,70635,51259,15453,221011,25009,80178,39249,22504,54943,12846,1962620,643865,351124,76726,484216,138586,101787,339865,38305,18492,15639,215747,0,18617,2435899.0,154729.0,725339.0,1160211.0,263911.0,120980.0,595966.0,351421.0,55367.0,122744.0,114781.0,32908.0,75090.0,99094.0,477326.0,110233.0,50748.0,151027.0,126660.0,70966.0,161181.0,2526362.0,297234.0,326640.0,93701.0,43947.0,630011.0,602623.0,522273.0,135324.0,50332.0,82788.0,77782.0,70068.0,160698.0,6756912.0,162630.0,787544.0,4271194.0,680589.0,497666.0,3818579.0,5412553.0,395775.0,514644.0,3065636.0,829261.0,517136.0,2920409.0,1834998.0,15971.0,262481.0,1132760.0,628501.0,95725.0,462275.0,855448.0,72918.0,538082.0,511998.0,122299.0,108039.0,81802.0,299620.0,8833.0,130963.0,102125.0,32025.0,39642.0,90432.0,28844.0,9976.0,2326.0,9038.0,771.0,2958.0,19327.0,38526.0,18832.0,0.0,1535.0,10348.0,10373.0,16279.0
2025-09-23,528789,11851,79003,49618,280869,198826,38277,165805,4263,33086,25785,69717,51225,14126,227318,26729,81837,38902,22047,57496,14107,1936690,658361,374649,77773,480085,124884,98401,345687,39553,20610,16373,218049,0,17681,1950977.0,159658.0,750068.0,1153356.0,239804.0,113510.0,564515.0,274695.0,47760.0,108021.0,111251.0,33195.0,50088.0,76172.0,369261.0,96135.0,55527.0,155560.0,129503.0,38060.0,113910.0,3033133.0,359780.0,439868.0,93937.0,43599.0,819437.0,767850.0,472633.0,129662.0,42526.0,85456.0,77869.0,56324.0,149218.0,6750842.0,171380.0,828805.0,4295421.0,690638.0,461171.0,3760338.0,5478034.0,427281.0,552800.0,3062278.0,885470.0,509502.0,2851346.0,1842191.0,18236.0,247741.0,1118166.0,638987.0,101920.0,469745.0,859215.0,71331.0,540385.0,516898.0,122280.0,106658.0,86855.0,309893.0,6833.0,136088.0,110298.0,32464.0,42138.0,95108.0,27809.0,9454.0,2630.0,8612.0,727.0,3623.0,18016.0,40441.0,18675.0,0.0,2018.0,11166.0,11700.0,16912.0
2025-09-30,493748,10432,75829,41038,263877,184199,38972,163837,4632,31455,26410,70677,49827,14906,230658,23513,85557,41685,22191,61600,13175,2006358,679945,406284,78770,485527,118270,104217,330655,35727,15798,17186,215518,0,10238,1942253.0,152895.0,776869.0,1154937.0,219143.0,117045.0,554017.0,278188.0,43505.0,133340.0,111777.0,32065.0,61911.0,63535.0,355192.0,94938.0,54496.0,147623.0,128413.0,35056.0,102680.0,2944402.0,330175.0,485815.0,81391.0,52769.0,729255.0,603058.0,483764.0,129850.0,47358.0,81640.0,83051.0,59800.0,141005.0,6642163.0,162365.0,845122.0,4178374.0,637516.0,508575.0,3622739.0,5462258.0,436424.0,510313.0,3028291.0,953190.0,531870.0,2811864.0,1844283.0,15873.0,257189.0,1137024.0,637772.0,97636.0,463885.0,845775.0,69839.0,531933.0,509896.0,124419.0,105007.0,82730.0,305711.0,13749.0,115046.0,109603.0,41405.0,43974.0,94506.0,26874.0,9294.0,3017.0,8734.0,609.0,3010.0,16883.0,35699.0,18238.0,0.0,2608.0,6947.0,5597.0,16928.0
2025-10-07,485559,12169,77521,45558,243978,170587,40828,166474,7747,31785,26843,71491,43186,15693,250850,25224,94463,42761,24394,70900,14451,2036074,688568,394284,84043,476383,118017,135498,337213,35502,16989,17396,221707,50,10238,1951558.0,156263.0,753717.0,1159218.0,210113.0,131863.0,592036.0,285401.0,46502.0,134353.0,117009.0,32809.0,59939.0,67153.0,387003.0,111053.0,50974.0,151746.0,154130.0,39124.0,104633.0,2629150.0,338291.0,447030.0,78898.0,32605.0,597489.0,519377.0,504886.0,140355.0,49660.0,80396.0,91162.0,64138.0,158864.0,6718828.0,153335.0,856626.0,4286428.0,666226.0,461024.0,3651612.0,5399662.0,451965.0,523277.0,3012662.0,967597.0,449760.0,2766523.0,1888082.0,18856.0,225777.0,1135333.0,664064.0,108569.0,494607.0,855286.0,70410.0,536696.0,513564.0,126700.0,107423.0,86038.0,305134.0,23906.0,110497.0,117808.0,48172.0,36311.0,91943.0,29001.0,9554.0,3195.0,9212.0,612.0,3383.0,17430.0,38717.0,18107.0,0.0,4300.0,8025.0,6309.0,18760.0
2025-10-14,485788,14094,75551,51318,226728,152187,43877,172415,5829,31842,27083,65725,39304,16266,252089,26104,95017,41827,26157,70624,12240,2066590,698003,402558,87989,464814,130907,149673,346192,36078,16989,17396,229929,1922,10238,1929048.0,138451.0,745422.0,1131293.0,209390.0,143527.0,560075.0,278830.0,41842.0,130857.0,113663.0,30226.0,53450.0,58547.0,381590.0,109956.0,53826.0,151609.0,141381.0,32866.0,103010.0,2582076.0,303830.0,569800.0,96958.0,32840.0,705339.0,477324.0,491863.0,130385.0,46240.0,81063.0,85095.0,60556.0,135773.0,6748253.0,158569.0,858522.0,4228974.0,670936.0,486802.0,3609218.0,5419989.0,502777.0,538503.0,3039702.0,960630.0,456155.0,2796690.0,1888548.0,22424.0,226143.0,1160041.0,703597.0,115736.0,501146.0,841079.0,73898.0,512555.0,499343.0,128222.0,103080.0,80802.0,305003.0,19688.0,106832.0,116418.0,49361.0,43389.0,95490.0,28503.0,9496.0,3169.0,8651.0,608.0,4039.0,17470.0,37137.0,17434.0,0.0,3973.0,4588.0,4026.0,20562.0
2025-10-21,472421,13924,71702,56832,209171,135503,43276,169418,6979,30469,26654,60401,33198,15986,258680,30230,100189,43091,25265,67744,11068,1997649,656435,346899,94883,459475,128075,166229,350870,36186,17223,17396,231200,0,12540,1882544.0,128273.0,708756.0,1115602.0,212867.0,126993.0,567994.0,289838.0,45535.0,141735.0,115878.0,33745.0,61437.0,59393.0,383684.0,102697.0,53245.0,151064.0,139668.0,36118.0,99963.0,2583819.0,312882.0,656937.0,108654.0,19032.0,748565.0,487425.0,495118.0,125065.0,61517.0,88646.0,71145.0,55759.0,130377.0,6895929.0,174305.0,871170.0,4272262.0,676236.0,461375.0,3626155.0,5500348.0,494468.0,543436.0,3089997.0,926106.0,522549.0,2907001.0,1916989.0,25605.0,228759.0,1160498.0,705915.0,120844.0,514939.0,835887.0,70561.0,514275.0,500890.0,129377.0,102054.0,79590.0,307569.0,7230.0,126483.0,121013.0,39404.0,41771.0,88186.0,28477.0,9639.0,3035.0,8475.0,633.0,3138.0,17140.0,35369.0,17246.0,0.0,3647.0,2345.0,3992.0,21822.0
2025-10-28,457122,12403,70597,48310,227143,138605,34446,158187,6258,29778,26294,58359,34227,12328,272068,29276,110761,47469,26787,73107,11113,1891657,632849,335003,90676,466239,139241,147841,356121,36441,18559,17031,238424,0,11412,1929734.0,137390.0,710270.0,1132353.0,225556.0,145056.0,593777.0,299186.0,50265.0,144804.0,114585.0,38316.0,68182.0,57008.0,384572.0,100542.0,50778.0,154227.0,142105.0,39387.0,109530.0,2673627.0,308090.0,614194.0,119899.0,22531.0,812800.0,611196.0,440335.0,114952.0,49695.0,78787.0,74419.0,57843.0,125781.0,6935268.0,138029.0,786943.0,4320201.0,644649.0,441505.0,3730990.0,5564280.0,475430.0,589522.0,3131514.0,965302.0,516974.0,2876359.0,1910303.0,23898.0,237997.0,1151272.0,712143.0,123442.0,497343.0,843717.0,74144.0,506454.0,499804.0,135233.0,108266.0,90923.0,321889.0,9731.0,131984.0,129156.0,43857.0,42455.0,92580.0,28717.0,9609.0,2278.0,8622.0,677.0,2721.0,19944.0,34998.0,17509.0,0.0,3035.0,2530.0,5884.0,21166.0
2025-11-04,450399,9805,69256,47195,224286,130688,30143,155257,6639,29246,26076,56133,33478,14321,269926,24818,107386,45578,31594,72025,11296,1924327,636221,359005,77004,438646,139453,131716,348560,34944,16139,18157,234568,0,14443,1956133.0,128119.0,747272.0,1121671.0,221014.0,171078.0,576464.0,292709.0,45743.0,148276.0,111689.0,31712.0,62702.0,53572.0,394943.0,117419.0,49499.0,149682.0,140924.0,40994.0,121264.0,2058249.0,258167.0,485870.0,43626.0,20781.0,548720.0,369343.0,458712.0,124208.0,45326.0,77001.0,72867.0,56972.0,135098.0,7007877.0,128826.0,756913.0,4421629.0,701171.0,389902.0,3722994.0,5470709.0,421505.0,545663.0,3110382.0,986911.0,493775.0,2789803.0,1901363.0,14809.0,223405.0,1151444.0,698143.0,124766.0,509910.0,835176.0,75329.0,467770.0,502569.0,151549.0,98873.0,93691.0,314190.0,15262.0,109156.0,127213.0,49223.0,39743.0,96359.0,27093.0,8775.0,2218.0,7682.0,714.0,4270.0,19438.0,43439.0,17352.0,0.0,7701.0,2424.0,8077.0,28935.0
2025-11-10,459997,9875,68621,43176,229253,134155,30068,159649,7790,30915,26794,55885,35613,12958,265474,24005,108140,45463,30184,73999,10715,1913442,633043,361725,81169,424371,132353,143999,350110,36357,16263,17792,233797,0,15691,1981117.0,133633.0,752421.0,1127096.0,223770.0,172798.0,595801.0,296639.0,46162.0,151993.0,108326.0,34472.0,74313.0,56694.0,392134.0,111026.0,54483.0,149696.0,131957.0,40933.0,122191.0,1973685.0,246718.0,475152.0,31498.0,21075.0,548473.0,359840.0,435756.0,109859.0,48579.0,73864.0,64736.0,55670.0,123742.0,7131368.0,156225.0,849194.0,4530993.0,694710.0,361327.0,3748739.0,5558246.0,408488.0,533136.0,3120872.0,977511.0,542889.0,2829589.0,1880849.0,19515.0,212151.0,1115554.0,683893.0,118327.0,491121.0,831275.0,75317.0,467071.0,507864.0,150500.0,84211.0,89872.0,312845.0,13828.0,108835.0,126884.0,49744.0,41045.0,98659.0,27544.0,9135.0,2336.0,8073.0,647.0,3776.0,19586.0,42792.0,17606.0,0.0,7510.0,3108.0,7930.0,28072.0
2025-11-18,471953,10061,68958,44947,231635,130222,32017,153295,7596,31148,27632,57506,33544,13310,251537,24266,104321,44972,28037,73031,11428,1868023,649883,373846,86017,442355,133720,146391,353351,35080,16723,17792,234907,0,15173,2037320.0,134731.0,813579.0,1130593.0,218542.0,200379.0,559286.0,299587.0,45443.0,151289.0,109657.0,32135.0,73714.0,63331.0,388785.0,105079.0,44154.0,154851.0,132083.0,44078.0,135164.0,2025963.0,290650.0,488624.0,39653.0,28658.0,536228.0,382259.0,476717.0,116397.0,42232.0,78613.0,58658.0,46093.0,133390.0,7227410.0,127400.0,869378.0,4405687.0,672828.0,384540.0,3638605.0,5779841.0,356760.0,547236.0,3186998.0,942062.0,593164.0,2954775.0,1885138.0,18599.0,182566.0,1121629.0,662784.0,102419.0,517759.0,827015.0,75473.0,489196.0,502366.0,145415.0,87561.0,75140.0,329456.0,27917.0,103735.0,127127.0,57383.0,44380.0,107516.0,27116.0,7764.0,2459.0,7123.0,875.0,5570.0,19134.0,44403.0,18095.0,0.0,8220.0,2382.0,7427.0,30763.0
2025-11-25,432946,9950,56642,39044,233755,136979,27670,144541,5209,29402,28340,57415,32630,13569,233461,23448,96640,40799,21608,69881,12334,1890503,652290,378415,96339,435402,130042,167052,358900,37318,16071,17426,234540,0,17309,2070962.0,147313.0,834806.0,1131923.0,226629.0,205516.0,588474.0,296684.0,44649.0,145117.0,110973.0,33817.0,76011.0,66340.0,366685.0,83354.0,50997.0,152262.0,132135.0,49256.0,106866.0,2560167.0,250859.0,570136.0,96007.0,47222.0,754244.0,503483.0,415610.0,80284.0,43044.0,79847.0,57917.0,55175.0,110285.0,6964442.0,130550.0,846205.0,4278578.0,682041.0,391386.0,3567653.0,6045379.0,408105.0,554369.0,3227566.0,975313.0,674657.0,3033973.0,1921638.0,23853.0,203960.0,1085466.0,652002.0,103719.0,483075.0,830589.0,73064.0,484010.0,500319.0,150557.0,90941.0,76217.0,344420.0,17364.0,103853.0,130968.0,60859.0,48541.0,102135.0,26260.0,7320.0,2433.0,7227.0,727.0,4352.0,18116.0,47161.0,18234.0,0.0,10347.0,1701.0,8860.0,33645.0
2025-12-02,418490,10094,58801,33860,240501,140143,19819,150832,3990,30729,30893,60793,34765,15791,242931,21990,103476,40068,25098,73563,10104,1914667,653344,380092,97561,432073,130467,165235,345440,35800,10812,18200,229139,0,16788,2074887.0,153788.0,811573.0,1155848.0,215351.0,179974.0,623198.0,308211.0,54145.0,145134.0,109798.0,32878.0,78215.0,81255.0,379767.0,85524.0,58095.0,158691.0,132283.0,53374.0,107740.0,2150976.0,149912.0,498455.0,76201.0,42162.0,731318.0,431309.0,423342.0,93416.0,48535.0,66556.0,61683.0,61347.0,107307.0,6696583.0,134663.0,722016.0,4393005.0,735364.0,325132.0,3672269.0,5637723.0,378295.0,489779.0,3071524.0,952438.0,706619.0,2960717.0,1842126.0,19275.0,220039.0,1084166.0,623378.0,104671.0,473577.0,851184.0,70809.0,505736.0,508867.0,147114.0,90775.0,71503.0,394859.0,19516.0,111032.0,131689.0,59713.0,51732.0,113207.0,24329.0,7587.0,2417.0,7590.0,704.0,2674.0,16800.0,43781.0,18313.0,52.0,8702.0,2149.0,6466.0,29734.0
2025-12-09,432569,10463,59856,34556,247742,143383,19835,154762,3756,32593,30251,62241,39798,14023,250821,18842,109001,40292,26316,80015,9531,1867966,618580,366397,100558,431238,136194,129316,350643,39010,12012,18200,232020,0,17988,2141031.0,157777.0,823373.0,1168070.0,207545.0,169485.0,619487.0,325383.0,66064.0,143258.0,111562.0,31345.0,76097.0,97403.0,413907.0,84012.0,66191.0,161867.0,134474.0,61126.0,109413.0,2424475.0,199491.0,551821.0,43747.0,80354.0,845928.0,470649.0,408744.0,94012.0,51141.0,64210.0,64454.0,62306.0,105826.0,6714507.0,150253.0,727490.0,4380725.0,731578.0,317556.0,3751341.0,5513724.0,386595.0,510523.0,3000483.0,929853.0,577108.0,2858231.0,1787424.0,21797.0,226636.0,1075284.0,607739.0,82982.0,445205.0,942794.0,74207.0,548612.0,517871.0,144195.0,102769.0,61164.0,465416.0,34533.0,103549.0,135901.0,59370.0,43313.0,132007.0,24793.0,8055.0,2397.0,8098.0,746.0,2303.0,17173.0,42972.0,18483.0,62.0,6781.0,2250.0,6908.0,28168.0
2025-12-16,471093,16057,60306,31970,262079,152873,20277,152921,5246,30619,31436,61254,36424,14537,256887,22309,114321,40231,27098,82317,7183,1916438,610566,363051,104685,424772,144673,144599,347826,43341,12012,18565,247918,0,9480,2466313.0,164750.0,899034.0,1167573.0,198088.0,218923.0,608090.0,378693.0,43628.0,135455.0,112028.0,31546.0,83876.0,90850.0,503526.0,70293.0,76851.0,167807.0,132973.0,61312.0,103608.0,2586292.0,269936.0,597117.0,94503.0,92668.0,939644.0,641810.0,407195.0,87921.0,52108.0,54677.0,64001.0,59115.0,84711.0,6666992.0,126576.0,765380.0,4321235.0,682833.0,376051.0,3753534.0,5426319.0,383423.0,500263.0,2966786.0,946701.0,498294.0,2764315.0,1864082.0,19882.0,256830.0,1110719.0,594517.0,106009.0,468744.0,986986.0,36836.0,520690.0,517767.0,142973.0,116937.0,65636.0,379679.0,7840.0,64591.0,108980.0,50235.0,40103.0,122743.0,24502.0,7117.0,2537.0,7511.0,686.0,3092.0,15635.0,26994.0,3621.0,765.0,4467.0,2156.0,11803.0,14010.0
2025-12-23,492103,17158,68442,30143,262385,160581,24311,155710,5833,30062,30687,60725,35026,13418,267343,28486,124304,43611,28239,82198,6579,1863543,595446,350298,104014,417346,146806,135446,361638,40815,18740,18133,238450,0,9480,1911017.0,128323.0,839460.0,1150865.0,213962.0,161061.0,532121.0,265616.0,36258.0,120095.0,107257.0,30935.0,60357.0,75499.0,388537.0,69012.0,98920.0,165239.0,125224.0,73368.0,95355.0,2592771.0,270154.0,591303.0,93532.0,89360.0,916360.0,637296.0,378125.0,89630.0,36132.0,48367.0,77079.0,54273.0,79302.0,6725829.0,115673.0,794819.0,4370633.0,656217.0,432586.0,3824067.0,5569530.0,398925.0,519474.0,3046897.0,960365.0,527617.0,2825944.0,1852267.0,24639.0,261727.0,1088073.0,601170.0,121272.0,461873.0,866951.0,40444.0,544642.0,536849.0,146452.0,120823.0,64716.0,285084.0,8792.0,62550.0,102008.0,53660.0,33828.0,111984.0,21988.0,7203.0,2686.0,6820.0,572.0,2686.0,13937.0,28181.0,3663.0,767.0,3320.0,2152.0,13485.0,14811.0
