date,open,high,low,close,volume
2016-07-01,1089.65,1161.05,1089.65,1156.77,0.0
2016-07-08,1156.77,1178.11,1131.71,1177.36,0.0
2016-07-15,1177.36,1211.77,1177.36,1205.31,0.0
2016-07-22,1205.31,1214.16,1198.4,1212.89,0.0
2016-07-29,1212.89,1224.77,1207.2,1219.94,0.0
2016-08-05,1219.94,1232.86,1198.73,1231.3,0.0
2016-08-12,1231.3,1235.77,1220.76,1229.82,0.0
2016-08-19,1229.82,1243.82,1221.72,1236.77,0.0
2016-08-26,1236.77,1251.32,1231.27,1238.03,0.0
2016-09-02,1238.03,1251.83,1228.78,1251.83,0.0
2016-09-09,1251.83,1261.12,1219.21,1219.21,0.0
2016-09-16,1219.21,1235.87,1206.07,1224.78,0.0
2016-09-23,1224.78,1263.46,1224.78,1254.63,0.0
2016-09-30,1254.62,1255.9,1236.86,1251.64,0.0
2016-10-07,1251.65,1254.08,1231.35,1236.56,0.0
2016-10-14,1239.21,1253.81,1209.32,1212.41,0.0
2016-10-21,1212.42,1226.35,1208.99,1218.1,0.0
2016-10-28,1219.73,1231.92,1185.48,1187.62,0.0
2016-11-04,1187.87,1194.48,1156.08,1163.44,0.0
2016-11-11,1164.57,1282.82,1164.57,1282.38,0.0
2016-11-18,1283.03,1316.22,1283.03,1315.64,0.0
2016-11-25,1317.41,1347.2,1313.67,1347.2,0.0
2016-12-02,1346.88,1347.2,1308.85,1314.26,0.0
2016-12-09,1314.98,1392.71,1314.98,1388.08,0.0
2016-12-16,1387.78,1388.53,1354.07,1364.4,0.0
2016-12-23,1364.78,1385.06,1360.25,1371.51,0.0
2016-12-30,1371.59,1381.98,1353.92,1357.13,0.0
2017-01-06,1357.99,1388.6,1355.39,1367.28,0.0
2017-01-13,1367.13,1376.17,1346.81,1372.05,0.0
2017-01-20,1371.51,1371.51,1342.14,1351.85,0.0
2017-01-27,1351.41,1384.13,1341.46,1370.7,0.0
2017-02-03,1369.49,1377.93,1342.66,1377.84,0.0
2017-02-10,1377.33,1391.18,1349.43,1388.85,0.0
2017-02-17,1390.41,1405.21,1386.35,1399.86,0.0
2017-02-24,1400.66,1410.4,1382.21,1394.53,0.0
2017-03-03,1394.53,1414.82,1386.63,1394.13,0.0
2017-03-10,1392.34,1392.34,1356.69,1365.27,0.0
2017-03-17,1365.16,1393.18,1353.47,1391.53,0.0
2017-03-24,1391.46,1391.48,1335.22,1354.64,0.0
2017-03-31,1352.7,1389.95,1335.04,1385.92,0.0
2017-04-07,1386.43,1388.74,1349.34,1364.57,0.0
2017-04-14,1364.76,1376.94,1345.25,1345.25,0.0
2017-04-21,1345.36,1384.58,1345.36,1379.86,0.0
2017-04-28,1380.53,1425.7,1380.53,1400.43,0.0
2017-05-05,1401.01,1411.04,1380.49,1397.0,0.0
2017-05-12,1396.4,1400.81,1379.15,1382.77,0.0
