date,open,high,low,close,volume,wap,count
2016-07-28,770.65,775.81,767.15,770.52,0.0,0.0,5767
2016-07-29,771.02,773.04,763.8,766.77,0.0,0.0,4124
2016-08-01,766.99,770.85,765.32,768.02,0.0,0.0,4080
2016-08-02,767.14,767.14,751.46,755.73,0.0,0.0,5223
2016-08-03,751.72,756.53,751.29,756.53,0.0,0.0,3701
2016-08-04,757.77,763.76,757.18,763.58,0.0,0.0,3229
2016-08-05,765.28,774.06,765.28,773.78,0.0,0.0,3231
2016-08-08,775.9,777.74,771.09,772.44,0.0,0.0,3016
2016-08-09,775.09,780.96,775.09,778.77,0.0,0.0,3489
2016-08-10,779.29,779.65,769.94,772.83,0.0,0.0,3513
2016-08-11,773.52,777.28,772.03,776.26,0.0,0.0,2793
2016-08-12,776.97,781.28,776.62,779.85,0.0,0.0,3702
2016-08-15,780.67,792.34,780.58,790.44,0.0,0.0,2868
2016-08-16,789.58,789.58,783.95,784.61,0.0,0.0,2995
2016-08-17,784.4,785.04,780.37,784.61,0.0,0.0,4023
2016-08-18,784.61,790.16,784.61,790.16,0.0,0.0,2941
2016-08-19,792.61,798.85,790.37,797.06,0.0,0.0,3885
2016-08-22,796.59,799.47,793.91,797.28,0.0,0.0,3785
2016-08-23,798.76,804.65,798.76,801.31,0.0,0.0,3248
2016-08-24,802.24,802.49,791.95,794.34,0.0,0.0,3141
2016-08-25,794.83,801.03,794.71,797.47,0.0,0.0,3698
2016-08-26,797.61,807.1,795.65,801.4,0.0,0.0,5504
2016-08-29,802.86,806.82,802.4,803.62,0.0,0.0,2755
2016-08-30,803.5,808.34,799.21,802.08,0.0,0.0,3794
2016-08-31,802.37,803.15,797.31,801.48,0.0,0.0,3950
2016-09-01,802.25,808.37,797.77,808.37,0.0,0.0,4747
2016-09-02,810.05,810.83,803.44,806.96,0.0,0.0,4949
2016-09-06,807.36,809.32,800.98,805.1,0.0,0.0,3991
2016-09-07,805.77,806.82,797.77,799.2,0.0,0.0,3918
2016-09-08,798.5,799.91,793.14,797.57,0.0,0.0,4372
2016-09-09,794.7,794.83,767.09,768.38,0.0,0.0,7962
2016-09-12,764.32,784.49,760.09,783.95,0.0,0.0,8473
2016-09-13,782.57,786.21,772.79,776.74,0.0,0.0,9503
2016-09-14,777.59,785.48,773.98,783.73,0.0,0.0,7000
2016-09-15,784.31,803.04,783.33,801.77,0.0,0.0,5996
2016-09-16,807.21,808.77,795.85,801.55,0.0,0.0,6814
2016-09-19,805.27,814.62,800.17,803.06,0.0,0.0,5620
2016-09-20,805.07,807.94,797.35,799.11,0.0,0.0,4616
2016-09-21,800.87,811.45,800.09,810.65,0.0,0.0,6045
2016-09-22,813.6,818.37,810.73,813.51,0.0,0.0,3793
2016-09-23,812.93,813.47,803.87,804.6,0.0,0.0,4312
2016-09-26,802.03,802.03,794.23,796.64,0.0,0.0,4788
2016-09-27,796.51,810.97,794.56,810.84,0.0,0.0,4210
2016-09-28,811.68,816.48,806.95,812.47,0.0,0.0,4868
2016-09-29,811.39,827.16,803.69,822.64,0.0,0.0,11776
2016-09-30,826.34,840.46,826.34,835.6,0.0,0.0,7390
2016-10-03,838.42,840.88,828.01,829.49,0.0,0.0,4814
2016-10-04,830.67,835.52,824.33,827.34,0.0,0.0,6051
2016-10-05,827.97,839.39,827.91,833.71,0.0,0.0,4441
2016-10-06,834.31,839.16,827.86,838.6,0.0,0.0,5836
2016-10-07,839.86,839.86,829.82,837.02,0.0,0.0,5445
2016-10-10,838.51,844.35,832.71,832.91,0.0,0.0,3730
2016-10-11,832.08,832.13,808.35,815.31,0.0,0.0,6986
2016-10-12,815.02,815.12,805.3,812.62,0.0,0.0,5961
2016-10-13,807.83,808.15,790.19,803.05,0.0,0.0,7149
2016-10-14,806.37,818.66,806.37,809.39,0.0,0.0,6559
2016-10-17,809.22,812.74,804.54,805.0,0.0,0.0,4017
2016-10-18,815.86,817.68,812.52,814.67,0.0,0.0,8635
2016-10-19,807.56,812.11,803.46,810.93,0.0,0.0,9677
2016-10-20,810.1,819.7,804.62,816.72,0.0,0.0,11339
2016-10-21,812.66,815.78,806.79,814.52,0.0,0.0,10349
2016-10-24,819.69,830.23,819.69,829.79,0.0,0.0,8642
2016-10-25,828.48,832.56,827.24,828.66,0.0,0.0,9098
2016-10-26,822.95,832.58,821.95,827.22,0.0,0.0,10505
2016-10-27,834.48,837.8,822.83,823.74,0.0,0.0,11760
2016-10-28,827.73,832.09,818.2,818.88,0.0,0.0,11801
2016-10-31,823.8,827.16,821.99,823.52,0.0,0.0,9312
2016-11-01,826.43,829.9,807.07,816.08,0.0,0.0,12142
2016-11-02,818.43,821.15,808.15,810.57,0.0,0.0,11958
2016-11-03,811.73,815.27,805.34,808.0,0.0,0.0,11735
2016-11-04,800.99,810.31,797.74,802.88,0.0,0.0,11366
2016-11-07,816.62,826.31,814.24,825.87,0.0,0.0,10363
2016-11-08,825.86,832.67,820.91,827.68,0.0,0.0,10648
2016-11-09,805.66,826.18,805.44,823.59,0.0,0.0,14178
2016-11-10,827.49,833.8,798.2,806.09,0.0,0.0,15235
2016-11-11,819.15,838.02,819.09,837.24,0.0,0.0,15296
2016-11-14,837.69,839.0,829.99,832.08,0.0,0.0,13363
2016-11-15,836.28,850.03,834.48,847.9,0.0,0.0,11590
2016-11-16,847.08,858.31,846.23,857.55,0.0,0.0,12452
2016-11-17,866.84,866.84,866.84,866.84,0.0,0.0,0
2016-11-18,868.23,874.22,865.47,872.63,0.0,0.0,12115
2016-11-21,876.25,879.86,872.52,879.0,0.0,0.0,10781
2016-11-22,885.14,888.84,884.21,888.27,0.0,0.0,10925
2016-11-23,887.57,891.0,883.35,889.31,0.0,0.0,10522
2016-11-25,888.95,891.39,886.95,890.97,0.0,0.0,5901
2016-11-28,888.87,891.46,886.28,887.25,0.0,0.0,9805
2016-11-29,885.87,890.86,881.52,885.25,0.0,0.0,10433
2016-11-30,887.14,887.19,879.47,879.47,0.0,0.0,10812
2016-12-01,878.91,878.96,832.13,836.8,0.0,0.0,16199
2016-12-02,834.24,849.02,832.9,847.7,0.0,0.0,12077
2016-12-05,854.87,860.56,849.46,858.13,0.0,0.0,11899
2016-12-06,861.49,870.81,861.26,870.0,0.0,0.0,12083
2016-12-07,869.8,889.84,866.62,888.45,0.0,0.0,12400
2016-12-08,890.75,900.97,889.42,895.7,0.0,0.0,12496
2016-12-09,903.64,903.64,886.31,892.51,0.0,0.0,11731
2016-12-12,886.29,890.14,878.24,885.46,0.0,0.0,11340
2016-12-13,890.08,901.59,888.7,895.55,0.0,0.0,12007
2016-12-14,895.54,899.89,891.6,894.27,0.0,0.0,13483
2016-12-15,897.7,913.82,896.69,909.97,0.0,0.0,12670
2016-12-16,912.4,916.57,896.68,900.85,0.0,0.0,12057
2016-12-19,904.57,913.29,902.39,909.68,0.0,0.0,11272
