date,DGS1MO,DGS3MO,DGS6MO,DGS1,DGS2,DGS3,DGS5,DGS7,DGS10,DGS20,DGS30
2026-06-28,3.7,3.83,3.94,3.94,4.07,4.09,4.12,4.23,4.38,4.87,4.87
