date,close
2026-08-03,95.835
2026-08-04,95.905
2026-08-05,95.935
2026-08-06,95.85
2026-08-07,95.89
2026-08-10,95.84
2026-08-11,95.86
2026-08-12,95.88
2026-08-13,95.935
2026-08-14,95.9
2026-08-15,95.9
2026-08-17,95.885
2026-08-18,95.89
2026-08-19,95.88
2026-08-20,95.875
2026-08-21,95.82
2026-08-23,95.82
2026-08-24,95.815
2026-08-25,95.895
2026-08-26,95.865
2026-08-28,95.85
2026-09-04,95.69
2026-09-05,95.69
2026-09-06,95.69
2026-09-07,95.69
2026-09-08,95.665
2026-09-09,95.625
2026-09-10,95.46
2026-09-11,95.36
2026-09-12,95.36
2026-09-13,95.36
2026-09-14,95.38
2026-09-15,95.345
2026-09-16,95.265
2026-09-17,95.325
2026-09-18,95.26
2026-09-19,95.26
2026-09-20,95.26
2026-09-21,95.255
