date,close
2026-08-03,95.955
2026-08-04,96.025
2026-08-05,96.055
2026-08-06,95.97
2026-08-07,96.015
2026-08-10,95.97
2026-08-11,95.99
2026-08-12,96.01
2026-08-13,96.065
2026-08-14,96.03
2026-08-15,96.03
2026-08-17,96.015
2026-08-18,96.02
2026-08-19,96.01
2026-08-20,96.005
2026-08-21,95.95
2026-08-23,95.95
2026-08-24,95.945
2026-08-25,96.015
2026-08-26,95.965
2026-08-28,95.95
2026-09-04,95.785
2026-09-05,95.785
2026-09-06,95.785
2026-09-07,95.785
2026-09-08,95.765
2026-09-09,95.725
2026-09-10,95.56
2026-09-11,95.46
2026-09-12,95.46
2026-09-13,95.46
2026-09-14,95.47
2026-09-15,95.445
2026-09-16,95.365
2026-09-17,95.425
2026-09-18,95.36
