date,close
2026-08-03,95.445
2026-08-04,95.515
2026-08-05,95.545
2026-08-06,95.46
2026-08-07,95.5
2026-08-10,95.45
2026-08-11,95.47
2026-08-12,95.49
2026-08-13,95.545
2026-08-14,95.51
2026-08-15,95.51
2026-08-17,95.495
2026-08-18,95.5
2026-08-19,95.49
2026-08-20,95.485
2026-08-21,95.43
2026-08-23,95.43
2026-08-24,95.425
2026-08-25,95.505
2026-08-26,95.475
2026-08-28,95.46
2026-09-04,95.3
2026-09-05,95.3
2026-09-06,95.3
2026-09-07,95.3
2026-09-08,95.275
2026-09-09,95.235
2026-09-10,95.07
2026-09-11,94.97
2026-09-12,94.97
2026-09-13,94.97
2026-09-14,94.99
2026-09-15,94.955
2026-09-16,94.875
2026-09-17,94.935
2026-09-18,94.87
