date,close
2026-08-03,95.94
2026-08-04,95.99
2026-08-05,96.005
2026-08-06,95.955
2026-08-07,96.01
2026-08-10,95.98
2026-08-11,96.005
2026-08-12,96.025
2026-08-13,96.08
2026-08-14,96.065
2026-08-15,96.065
2026-08-17,96.06
2026-08-18,96.06
2026-08-19,96.08
2026-08-20,96.065
2026-08-21,96.025
2026-08-23,96.03
2026-08-24,96.015
2026-08-25,96.055
2026-08-26,96.03
2026-08-28,96.02
2026-09-04,95.93
2026-09-05,95.915
2026-09-06,95.915
2026-09-07,95.915
2026-09-08,95.91
2026-09-09,95.885
2026-09-10,95.745
2026-09-11,95.705
2026-09-12,95.7
2026-09-13,95.7
2026-09-14,95.685
2026-09-15,95.685
2026-09-16,95.61
2026-09-17,95.635
2026-09-18,95.605
2026-09-19,95.6
2026-09-20,95.6
2026-09-21,95.605
2026-09-22,95.605
2026-09-23,95.535
2026-09-24,95.525
2026-09-25,95.57
