date,close
2026-08-03,96.285
2026-08-04,96.3
2026-08-05,96.305
2026-08-06,96.3
2026-08-07,96.315
2026-08-10,96.305
2026-08-11,96.31
2026-08-12,96.32
2026-08-13,96.33
2026-08-14,96.335
2026-08-15,96.33
2026-08-17,96.33
2026-08-18,96.33
2026-08-19,96.335
2026-08-20,96.325
2026-08-21,96.32
2026-08-23,96.325
2026-08-24,96.32
2026-08-25,96.325
2026-08-26,96.325
2026-08-28,96.33
2026-09-04,96.305
2026-09-05,96.3025
2026-09-06,96.3025
2026-09-07,96.3
2026-09-08,96.305
2026-09-09,96.3
2026-09-10,96.29
2026-09-11,96.27
2026-09-12,96.2675
2026-09-13,96.2675
2026-09-14,96.26
2026-09-15,96.26
2026-09-16,96.2525
2026-09-17,96.2525
2026-09-18,96.2525
2026-09-19,96.2525
2026-09-20,96.2525
2026-09-21,96.255
2026-09-22,96.255
