date,close
2026-08-03,95.285
2026-08-04,95.355
2026-08-05,95.385
2026-08-06,95.3
2026-08-07,95.34
2026-08-10,95.29
2026-08-11,95.31
2026-08-12,95.33
2026-08-13,95.385
2026-08-14,95.35
2026-08-15,95.35
2026-08-17,95.335
2026-08-18,95.34
2026-08-19,95.33
2026-08-20,95.325
2026-08-21,95.27
2026-08-23,95.27
2026-08-24,95.265
2026-08-25,95.345
2026-08-26,95.315
2026-08-28,95.3
2026-09-04,95.14
2026-09-05,95.14
2026-09-06,95.14
2026-09-07,95.14
2026-09-08,95.115
2026-09-09,95.075
2026-09-10,94.91
2026-09-11,94.81
2026-09-12,94.81
2026-09-13,94.81
2026-09-14,94.83
2026-09-15,94.795
2026-09-16,94.715
2026-09-17,94.775
2026-09-18,94.71
2026-09-19,94.71
2026-09-20,94.71
