date,close
2026-08-03,95.595
2026-08-04,95.665
2026-08-05,95.695
2026-08-06,95.61
2026-08-07,95.65
2026-08-10,95.6
2026-08-11,95.62
2026-08-12,95.64
2026-08-13,95.695
2026-08-14,95.66
2026-08-15,95.66
2026-08-17,95.645
2026-08-18,95.65
2026-08-19,95.64
2026-08-20,95.635
2026-08-21,95.58
2026-08-23,95.58
2026-08-24,95.575
2026-08-25,95.655
2026-08-26,95.625
2026-08-28,95.61
2026-09-04,95.45
2026-09-05,95.45
2026-09-06,95.45
2026-09-07,95.45
2026-09-08,95.425
2026-09-09,95.385
2026-09-10,95.22
2026-09-11,95.12
2026-09-12,95.12
2026-09-13,95.12
2026-09-14,95.14
2026-09-15,95.105
2026-09-16,95.025
2026-09-17,95.085
2026-09-18,95.02
2026-09-19,95.02
2026-09-20,95.02
2026-09-21,95.015
2026-09-22,95.01
