date,close
2026-08-03,95.895
2026-08-04,95.965
2026-08-05,95.995
2026-08-06,95.91
2026-08-07,95.95
2026-08-10,95.9
2026-08-11,95.92
2026-08-12,95.94
2026-08-13,95.995
2026-08-14,95.96
2026-08-15,95.96
2026-08-17,95.945
2026-08-18,95.95
2026-08-19,95.94
2026-08-20,95.935
2026-08-21,95.88
2026-08-23,95.88
2026-08-24,95.875
2026-08-25,95.955
2026-08-26,95.925
2026-08-28,95.91
2026-09-04,95.75
2026-09-05,95.75
2026-09-06,95.75
2026-09-07,95.75
2026-09-08,95.725
2026-09-09,95.685
2026-09-10,95.52
2026-09-11,95.42
2026-09-12,95.42
2026-09-13,95.42
2026-09-14,95.44
2026-09-15,95.405
2026-09-16,95.325
2026-09-17,95.385
2026-09-18,95.32
2026-09-19,95.32
2026-09-20,95.32
2026-09-21,95.315
