date,close
2026-08-03,95.995
2026-08-04,96.065
2026-08-05,96.095
2026-08-06,96.01
2026-08-07,96.05
2026-08-10,96.0
2026-08-11,96.02
2026-08-12,96.04
2026-08-13,96.095
2026-08-14,96.06
2026-08-15,96.06
2026-08-17,96.045
2026-08-18,96.05
2026-08-19,96.04
2026-08-20,96.035
2026-08-21,95.98
2026-08-23,95.98
2026-08-24,95.975
2026-08-25,96.055
2026-08-26,96.025
2026-08-28,96.01
2026-09-04,95.85
2026-09-05,95.85
2026-09-06,95.85
2026-09-07,95.85
2026-09-08,95.825
2026-09-09,95.785
2026-09-10,95.62
2026-09-11,95.52
2026-09-12,95.52
2026-09-13,95.52
2026-09-14,95.54
2026-09-15,95.505
2026-09-16,95.425
2026-09-17,95.485
2026-09-18,95.42
2026-09-19,95.42
