date,close
2026-08-03,95.865
2026-08-04,95.93
2026-08-05,95.96
2026-08-06,95.88
2026-08-07,95.94
2026-08-10,95.9
2026-08-11,95.93
2026-08-12,95.95
2026-08-13,96.015
2026-08-14,95.99
2026-08-15,95.99
2026-08-17,95.98
2026-08-18,95.985
2026-08-19,96.0
2026-08-20,95.98
2026-08-21,95.925
2026-08-23,95.93
2026-08-24,95.925
2026-08-25,95.985
2026-08-26,95.945
2026-08-28,95.93
2026-09-04,95.79
2026-09-05,95.775
2026-09-06,95.775
2026-09-07,95.77
2026-09-08,95.76
2026-09-09,95.73
2026-09-10,95.53
2026-09-11,95.49
2026-09-12,95.475
2026-09-13,95.475
2026-09-14,95.46
2026-09-15,95.46
2026-09-16,95.355
2026-09-17,95.42
2026-09-18,95.35
2026-09-19,95.355
2026-09-20,95.355
2026-09-21,95.35
2026-09-22,95.355
2026-09-23,95.24
2026-09-24,95.225
2026-09-25,95.29
