date,close
2026-08-03,95.345
2026-08-04,95.415
2026-08-05,95.445
2026-08-06,95.36
2026-08-07,95.4
2026-08-10,95.35
2026-08-11,95.37
2026-08-12,95.39
2026-08-13,95.445
2026-08-14,95.41
2026-08-15,95.41
2026-08-17,95.395
2026-08-18,95.4
2026-08-19,95.39
2026-08-20,95.385
2026-08-21,95.33
2026-08-23,95.33
2026-08-24,95.325
2026-08-25,95.405
2026-08-26,95.375
2026-08-28,95.36
2026-09-04,95.2
2026-09-05,95.2
2026-09-06,95.2
2026-09-07,95.2
2026-09-08,95.175
2026-09-09,95.135
2026-09-10,94.97
2026-09-11,94.87
2026-09-12,94.87
2026-09-13,94.87
2026-09-14,94.89
2026-09-15,94.855
2026-09-16,94.775
2026-09-17,94.835
2026-09-18,94.77
2026-09-19,94.77
