date,close
2026-08-03,95.805
2026-08-04,95.875
2026-08-05,95.905
2026-08-06,95.82
2026-08-07,95.86
2026-08-10,95.81
2026-08-11,95.83
2026-08-12,95.85
2026-08-13,95.905
2026-08-14,95.87
2026-08-15,95.87
2026-08-17,95.855
2026-08-18,95.86
2026-08-19,95.85
2026-08-20,95.845
2026-08-21,95.79
2026-08-23,95.79
2026-08-24,95.785
2026-08-25,95.865
2026-08-26,95.835
2026-08-28,95.82
2026-09-04,95.66
2026-09-05,95.66
2026-09-06,95.66
2026-09-07,95.66
2026-09-08,95.635
2026-09-09,95.595
2026-09-10,95.43
2026-09-11,95.33
2026-09-12,95.33
2026-09-13,95.33
2026-09-14,95.35
2026-09-15,95.315
2026-09-16,95.235
2026-09-17,95.295
2026-09-18,95.23
2026-09-19,95.23
2026-09-20,95.23
2026-09-21,95.225
2026-09-22,95.22
2026-09-23,95.065
2026-09-24,95.07
2026-09-25,95.115
