date,close
2026-08-03,95.94
2026-08-04,96.01
2026-08-05,96.04
2026-08-06,95.955
2026-08-07,96.0
2026-08-10,95.955
2026-08-11,95.975
2026-08-12,95.995
2026-08-13,96.06
2026-08-14,96.025
2026-08-15,96.025
2026-08-17,96.01
2026-08-18,96.015
2026-08-19,96.005
2026-08-20,96.0
2026-08-21,95.945
2026-08-23,95.945
2026-08-24,95.94
2026-08-25,96.0
2026-08-26,95.96
2026-08-28,95.945
2026-09-04,95.775
2026-09-05,95.775
2026-09-06,95.775
2026-09-07,95.775
2026-09-08,95.755
2026-09-09,95.755
2026-09-10,95.55
2026-09-11,95.45
2026-09-12,95.45
2026-09-13,95.45
2026-09-14,95.47
2026-09-15,95.435
2026-09-16,95.35
2026-09-17,95.425
2026-09-18,95.35
2026-09-19,95.35
2026-09-20,95.35
2026-09-21,95.45
2026-09-22,95.33
2026-09-23,95.18
2026-09-24,95.175
2026-09-25,95.24
